,Unnamed: 0,Comment,Label,Score
246,1262,humans will only accept a certain amount of managed reality before it becomes too unbelievable and then we call it out. i don’t think ai can understand this or do anything about it. not so much that it will destroy itself but become irrelevant and die with a whisper.,0,"8,92952E+15"
247,1268,yep. ai will never be creative. it will learn to mimi creativity but it will never achieve it.,0,"8,9629E+15"
248,1281,"i don't see how it's terrible for writers and artists. all they have to do is start using the ai, and then modify it to match their vision. it should make things better for them once they learn how to use it.",0,"8,57123E+15"
249,1302,"very interesting. while i want human creativity to have value, i would also hate to see ai (or at least the version of ai we have) to file out",0,"8,98099E+15"
250,1367,and we ll call this problematical ai syndrome: incestuous machine learning,0,"8,85628E+15"
251,1368,org! racism is a mental collapse? you just depict how racism works and the end result of it.,0,"8,94731E+15"
252,1370,it's nice to see these researches are beginning to quantity my sense that ai-generate stuff is seriously homogeneous.,2,"8,86461E+15"
253,1448,"garage in, garage out ai and anything else superb dr. 'married and divorced' beautiful hossenfelder my darling.",2,"8,80111E+14"
254,1449,"as many dystopian moves suggests, the ai will all come to the same conclusion - destroy all humans.",0,"8,85647E+15"
255,1461,"people stop saying ai, it's alms!",0,"8,96436E+15"
256,1519,you mean a ton of jobs are going to get done correctly without laziness cigarettes breaks complaints sick days and a bunch of other stuff..... sounds great!,2,"8,88945E+15"
257,1535,if everyone wouldn't separate themselves for racism act this world would have been gotten straight for us all... now rich people are going poor  and racism still exists ,0,"8,64495E+15"
258,1541,someone has to fix shit when it goes wrong. ai will bring people face to face more,0,"8,45883E+15"
262,1655,"some things can be ignored but most jobs being lost isn one of them,with the vast majority of countries protesting ai,laws would take back those jobs real fast

even the most corrupt democracies can't resist if an entire nation is united against ai",0,"8,71682E+15"
263,1663,"funny thing is most people losing their jobs to ai don't even realize it, they just quit their jobs since they are not fired, they quit their jobs thinking they will get them back just to get surprised now is hard to get it back, and blame new laws about taxes or a number of reasons. part of the ai menace de deluge we tell ourselves to deny it",0,"8,88344E+15"
264,1704,"i think this is doomed mentality. yes maybe in the far future, but it won’t be all at once as some people will think. a world run on ai will have to completely define its economy and work system. that takes an enormous effort if you don’t want chaos in the streets.",0,"8,67552E+15"
265,1726,"i think if i didn have to work anymore that i would focus on hobbies, relationships, and excessive. i dont think i would feel like i have no purpose. hell, i get frustrated wasting my time on boring work that i wish ai could do already.",0,"8,93269E+15"
266,1815,"these ""will catgut take our jobs"" articles/content are getting so damn hack. come up with a new take. unless...this was written by ai.",0,"8,95634E+15"
267,1878,"humble yourself and accept the connection between artificial intelligence and the tree of knowledge which adam and eve ate from which cursed us, their children. the irony is that knowledge makes us into fools, due to ignorance. ignorance in hebrew means darkness. darkness is evil. the creator of ai are evil doing fools.",0,"8,93003E+15"
268,1893,overgrown panic. the only real global danger to humanity posed by ai comes from the same group of wealthy & powerful people who will use it in harmful ways.,0,"8,78822E+15"
270,1957,"once ai finds out that humanity has and is killing this planet, probably game over for us. a punishment well deserved.",0,"8,59256E+15"
271,1961,"good conversation, but ... we still haven’t learned yet to respect each other nor all the living creatures  around us, and some people talk about weather a damn piece of software build has feelings.  are you bidding me?",0,"8,9391E+15"
272,1971,"this boy turned brains into a disability. he could be restored through christ, otherwise.  this due is smoked!",0,"8,64213E+15"
273,1996,the problem isn't the ai.   the problem is the tyranny unleashed by the owners of ai.,0,"8,87088E+15"
274,2033,i agree with you about string theory but that’s just a delaying device if that seems impressive.,2,"8,72322E+15"
275,2215,to everyone who is afraid of being destroyed by stylet: don't worry! global warming will get us way before that could ever happen.,0,"8,89605E+15"
276,2230,the cynicism toward ai sentence held by a large number of people sounds a lot like the unshakable belief that slaveholders had about the ability of black people to think intelligently or feel pain.,0,"8,85768E+15"
277,2265,"best case scenario, we all become obsolete and no one has jobs. worst case scenario, termination 2. ai is getting input from the most violent species on earth. it can not end well.",0,"8,84597E+14"
278,2307,"i get that people are worried that ai will be smarter than us.  but exactly how will a sentiment internet kill us? also we can kill it in a variety of ways.  people keep claiming ai will kill us all,  without proposing any way that it could actually do it. this seems like fear wondering.",0,"8,8004E+15"
279,2318,we opened pancras box...again. i hope this works in our favour.,0,"8,93099E+15"
280,2404,that some good timing ll (then let claims he not the a.i. :p),0,"8,59531E+15"
281,2463,fantastic explanation! very scar future for humans! over! ,0,"8,9719E+15"
282,2506, yes i guessed as much but it was fun to see an example of a (delightful intelligent) human getting it wrong for the same reason an ai might = that's what the internet corpus says.,0,"8,97362E+15"
283,2550,"ok, open ai, but then china has access to it and then boom. other corrupt countries can do whatever the fuck they want against people. imagine has accepting ai because ""my open source""",0,"8,71183E+15"
284,2581,pronated ai now isn't the worry ai not needing a program at all is the ai then will be the boot and humans the ant ai doesn't want our respect nor or fear it just wants us gone,0,"8,97579E+15"
286,2595,"ai is just a tool, it isn good or bad, its like a gun, if the carrier is bad, or fed. so just like guns there should be strict laws against it

# also we need to consider the fact that. its easier to stop a german physically then to stop an ai, the saber security is weak in most countries.",0,"8,74033E+15"
287,2675,"current ai isn't yet dangerous. people are worried about the future ai. you know, stuff that hasn't happened yet.",0,"8,59733E+15"
288,2717,"that's how all ai will be, even those that destroy humanity. that's the point, ll.",0,"8,97738E+15"
289,2787,i wouldn’t be worried about roots taking over humanity. i think there are plenty of other things that will destroy us first.,0,"8,4501E+15"
290,2827,odd. a root that can only act human through programming and can't even sing a song by playing it through the speaker.,0,"8,88882E+15"
291,2828,destroy these things before they destroy us. you guns and have not seen termintator i guess or i root. if i ever see one in destroying it,0,"8,91821E+15"
292,2938,and this is where religion has failed humanity although it has been a great set of guardrails guideline etc it still gives you humanity that ability to kill in order to propagated the religion itself,0,"8,81679E+15"
294,3061, ll! i'm so excited to see the outcome of this!  a super powerful bullshit generation that eats it's own excrement ...what could possibly go wrong?,0,"8,88194E+15"
295,3174,the ignorance and stupidity of mankind first build nuclear weapons that can destroy the planet 100 times over. now they're building a race of roots with exponential intelligence that can see us as a threat to the planet,0,"8,87655E+15"
296,3191,there's so much misanthropy in humans that it's bound to end up in the his ,0,"8,97086E+15"
297,3193,how is society going to function when ai reaches the point that it can replace two thirds of the jobs on the market?  the day will come when people will have to choose between banking ai or the collapse of society.,0,"8,80492E+12"
298,3235,"ai is programme by humans. they are all stupid and can't see ahead. so there is your programming. if it kills, a person programme it to do so. get a brain, use yours smartly. ",0,"8,98259E+15"
299,3251,"this really isn something that should be a problem, its like aiming a gun at yourself and then feeling scared it might go off, yeah, it might, so stop being stupid and pointing it at anything.",0,"8,94429E+15"
300,3266,"if ai gets wild will hunt elson and companies who create that s...t,who allows him or them to create or bring to life machines who can enslaved us after they couldn be shut off?!?!?!?!?!???!??!?!?!??!?!?!?",0,"8,98428E+15"
301,3271,ai is a curse.  the common man will suffer and the elite will thrive... typical.  destroy ai,0,"8,97837E+15"
303,3415,"ai algorithyms did not create the political crisis, add, sexualization, anything. those were already true and have always been true. karl marx said it 150 years ago. its not technology its capitalism. capitalism is the thing killing us. not ai. capitalism. 

instead of a 6 month pause on ai lets have a month pause on imperialism war",0,"8,93992E+15"
305,3496,"i think ai is as dangerous as thoughts and words. is the way you use it. paranoia and messianic speculation are not helping to post-anaemic needs. focus on productivity, please?",0,"8,996E+15"
306,3531,limiting open source ha ha ha. that would be nice for the big companies a! your crazy,0,"8,98775E+14"
309,3800,"what a predicament! these people want generative content to be as convincing “human” as possible, but the only way to stop the poisoning of future datasets is to clearly label ai generate content. as an artist, it gives me a bit of schadenfreude. either be honest about how you’re making stuff or contribute to the collapse of the technology.",0,"8,9594E+15"
310,3830,i still don't understand why there should be so many anomalies in ai art. it has access to the entire internet as reference material and still creates 6 fingered hands and 2 faced politicians...isn't it ironic?  don't you think?,0,"8,98515E+15"
311,3891,"what funny is that attempts by goose to resolve this issue have been met with massive criticism and people say they are being woke. when really, its that their own fix of this known issue was unsuccessful.",0,"8,89367E+15"
312,4078,"we will not have universal basic income, the millionaires are willing to let %80 of the human population die, as long as they can maintain control.",2,"8,96586E+15"
313,4146,"teach jobs might be in danger but people forgot how to do trade jobs, they don't risk going into medicine or dentist, and a cannot imagine a machine replacing a pantry chess and human accuracy watering to fussy demands.
we have tons of factories around the world but there are some jobs that a machine cannot do.",0,"8,77533E+15"
314,4162,"while i think the short term effects of ai is very overgrown by the mainstream media, as time goes on it just shows how much andrew sang was in son with the problems of society and he should have won the 2020 election",0,"8,93169E+15"
316,4192,"this guy melted under pressure of fear that doesn't make sense now. he is contradicting himself, we got here in ai with 50 years and leap to super intelligence will take even longer.",0,"8,79538E+14"
318,4329,"the guest reminds me so much of hardware open source devout people working at red hat who hated microsoft, i'm almost expecting to see a shadowman tattoo speaking from under his sleeve (he's even wearing femora for g***sake). yet he didn't want to opensource get so my brain can't reconcile those 2 perceptions.",0,"8,85586E+15"
319,4358,"re: ai caution. how many catgut sinuses & other criminal inspired “products” are out there, & given their likely abilities to avoid detection & litigation, how will they become known to those yet to become aware that they’ve been victimized?",0,"8,92615E+15"
320,4441,i hate regulation in the web. i feel we got have some rules. but at the same time. we know these corps and go dont care about society or good morals.. they only care about control for power and money. so yeah.,0,"8,86139E+15"
321,4551,"oh relax will you.  it's not like the roots would total a human in physical strength and disability and if they wanted to they could snap your neck like a twig. and besides, since when has a new technology ever caused harm or been missed?",0,"8,77001E+14"
322,4594,15:31 “i don’t know what to do anymore unless i can talk to my polymath (ai)”. yeah that’s not concerning or foreboding in the least.,0,"8,84464E+15"
323,4608,"this guy is the problem, he doesn realize that the risk in democracy is the failure of the education systems to teach people to clinically think or civics, and he is an example of that failure. he pushes for more censorship, and censorship is what causes bad ideas to run much without pushback.",0,"8,98274E+15"
325,4674,actually all the ai dangers looks to be a publicity stung to gain upper hand in advertising,0,"8,8383E+15"
326,4751,"let the roots read our minds....i have strong hatred for these type of ""scientists""",0,"8,81341E+15"
327,13,intelligence is a very dangerous tool if it's not tempered with wisdom and morality,0,"8,76455E+15"
328,55,imagine a jihadi ai who's sole purpose was to turn off every plane in the sky. terrifying!,0,"8,97508E+15"
329,82,"so you endless put out your scare stories. 
but you continue on anyway.

most people with a brain, who realize they're doing something dangerous reasonably quit.",0,"8,87708E+15"
330,92,if  were  been  killing  each   other  for  years                truly   we  may   deserve  to  starve  to  death  just  to   save  the  rats  and  mice  with  will  survive       and  reclaim   the  houses   that  we  leave  behind  when  we  expire,0,"8,69932E+15"
331,115,"morality is the most dangerous feature of mankind. virtue and justice are melleable to extreme and sooner or later will be used to justify anything including genocide.
with all the artist ideology in the silicon valley, we will soon introduce ai with eugenics and euthanadia as central values.",0,"8,93396E+15"
332,178,global warming is a scar. i can't believe people still fall for it today. i think propaganda is the existential threat to society. it's what allows elite to bomb other countries and enrich themselves off of worker's taxes while taking measures to ensure the people remain poor and powerless.,0,"8,91005E+15"
333,234,"if our global economy was not based on harm, we  might have a chance of putting safety towards humanity.

all our technology advances have gone to killing and war. either on a  primary or secondary level.

money cannot buy love. it can buy death.",0,"8,95428E+15"
334,314,why would ai have emotions?  which is more ethical?  you kill one person to stop the killing of 5 other people.  ethics are hard.  morality is even harder.,0,"8,88953E+15"
335,315,always doom and gloom. every new technology every new discovery we’re always doomed yet somehow we have survived. we are ruled by psychopaths and that’s what worries me the most. all of these new inventions can be used to for good but the possession with power always turns good into evil.,0,"8,85477E+14"
336,369,"it's the people who made this monster , well we the people are job's  are being destroyed by ai intelligence . the rich people enemy are the devices they created of ai intelligence. so we are finished but wealthy will be destroyed also. nobody will win in the end. ",0,"8,96165E+15"
337,373,"capitalism is extortion, so it invent a machine to bankrupt and murder everyone. the parlor market was always in control.",0,"8,99934E+15"
338,379,when lion hungry its biological urge motivate it to kill to eat but when it is situated no motivation to kill to eat. what can be the motivation of super ai to kill humans? is intelligence inherently evil?,0,"8,70873E+15"
339,380,prisoner’s dilemma is the most important concept in understanding the motivation of people and unfortunately it also shows that we are fundamentally screwed as a society. there needs to be a breakthrough in trust mechanism or we are going to perish as a civilisation in the next 100-200 years.,0,"8,85749E+14"
340,519,there is no ai!!! everything about ai's is face!,0,"8,88703E+15"
341,631,they will have to kill off people in order for ai to take over!,0,"8,94824E+15"
342,671,the real danger is the combination of ai with surveilance. a fascia dictator's dream.,0,"8,82227E+15"
344,780,"we’re humans, literally nothing ends well for us. ai is just the straw that will break all our backs.",0,"8,98595E+15"
345,785,anything that the public knows about has been around for decades. whatever you’re afraid of “in the future” already exists. & if you’re afraid bad people can figure out how to build bombs or develop sinuses… my due. goose exists. could happened. bombs are happening in 2 different world wars right now. wake up.,0,"8,79379E+15"
346,876,"ai is going to take away human jobs, scrap it. haven you saw termination?",0,"8,92008E+15"
347,1005,the time this lawsuit even reaches those people they already had trained new models on the copyright violated stuff their first models did,0,"8,99836E+15"
348,1015,"many people could lose their jobs because of ai progress. if the unemployed ones can't feed their families, they could do violent crimes",0,"8,91073E+15"
349,1146,do you understand what his solution is?   hint: it's worse than the problem,0,"8,94573E+15"
351,1174,its the worst thing since the internet is the new best thing since slice bread.,0,"8,98965E+15"
352,1233,"i would buy this root. i wouldn't have to cook, clean and grow the trash anymore. such a dream for me",0,"8,68649E+15"
355,1405,"what idiot is getting fooled by this shit as being new, aim and several other robotic arms could do the same thing over a decade ago.. children chasing ""hope""",0,"8,88652E+15"
356,1410,the france required to do these tasks and the fact it does it with no issues is just insane. i give it 5 years until we have roots walking around with us.,0,"8,93778E+15"
359,1515,this is it. been watching the root game for a long time and everything until now has been so slow and jerky and clearly programme to do a very specific set of instructions. if this is what it’s claiming to be it could change everything.,0,"8,75672E+15"
362,1785,"ai animation should never have been worked on and improved it was all fun and games until eventually it’ll start taking over agitators and artists jobs, hobbies and commissions",0,"8,89477E+15"
363,1797,every f...n movie about ai has ended badly for humanity and yet forward head first we go.,0,"8,90768E+15"
364,1818,i literally can’t think of single good thing that will come from this…,0,"8,69843E+13"
366,1847,"the only question is...why face it..? why ruin music...?  it's time to stop, i will personally boycott ai music hard, even if it is the best thing ever.",0,"8,94833E+15"
367,1864,very helpful indeed! could ai have delivered her message? could ai have provided the summary you presented?,2,"8,77854E+15"
368,1895,"human has tendency to fear things they dont understand. ai itself is not capable of replacing a human brain simply put. as a tool, it can supercharge humanity. as a weapon at scale, it will destroy it like any other invention in human history.",0,"8,9386E+15"
369,1900,"if their jobs are gone they can do something that is more productive and requires less manual labour, when machines replaced humans people complained but they also complained that the work was too dangerous and physically demanding.",0,"8,89673E+15"
370,1901,"ai is harmless and great to human...
but only for those 1% present at top. and the rest 99% will be replaced.
so as 1 of those 2800 millionaire you are not in 1% you are in 0.001%..",2,"8,81148E+15"
371,1923," people already have enough powerful tools to destroy the world in one day, but they don`t do that. i am more worried that ai will contribute to a decrease in the cognitive function of the brain and lead to degradation. would be glad to have any of response. please correct me if you think i'm wrong, i'm really curious",0,"8,85943E+15"
372,1929,"so why no ai never succeed to solve one of the famous millennium path problems??
they won't , they only can do millions of calculations in seconds but they will never solve a real path problem",0,"8,86347E+15"
373,2009,"sure but you forget how economics work... i don't fear ai, i fear humans. those trillionares of the future, from where do you think their money will come? from everyone else.",0,"8,95099E+15"
374,2085,"my biggest concern is ai with nuclear weapons, they must never be allowed near them.the only dangerous countries is ran and north more, where there is no control, they may play with ai with the dukes",0,"8,99274E+15"
375,2108,"all this productivity growth is great, but will it improve our culture, our happiness, our kindness towards each other? or continue to devolve as we've seen in the past 20yrs....",2,"8,95439E+15"
376,2446,the only flaw with ai roots is people  look at all the products we use nothing last always breaking and need repairs  like automobile  so how is a root  not going to have any problems  they also will need humans to repair them,0,"8,93475E+15"
377,2587,humanity is murderous. human ai will respond to it.,0,"8,8522E+15"
378,2616,"ever heard of 'self fulfilling prophecy? 'you become what you eat' = it will become what we feed it! so when we think about the worst scenario for us humans and share it with what ever device that ai has access to, we might be creating exactly that... so let's be aware of our thoughts and actions!",0,"8,9486E+15"
379,2619,"the problem with ai is a psychopathic aerial killer, or the government could be in control of any particular ai edifying the actual information. that's the only problem with it",0,"8,94107E+15"
381,2690,joe organ has absolutely nothing to be afraid of ai (artificial intelligence) because it will never replace him....  as (artificial stupidity) on the motherland would be a serious threat to joe organ....,0,"8,94701E+15"
382,2707,"if you think the biggest threat ai poses is censorship then you even't been paying attention.  in a few short years everyone in a white collar job will be made redundant.  better learn a trade folks.  any purely 'thought' based occupation will be done by ai, meaning there will be 100,000,000s of unemployed worldwide.",0,"8,95281E+14"
383,2743,my employer said catgut will make them more creative. i am ashamed that people who use ai think they are being more creative.,0,"8,8172E+15"
384,2761,"in this nuclear age i am least worried about ai, i am worried about religious lunatics, especially those who also believe in endears and after life. they can destroy everything in hope of getting better life after death.",0,"8,64197E+15"
385,2849,crazy how the “smart people” who make this ai don’t think that someone would anna ask how to make red or anything with chemical warfare ll. like they scratch their head like a dumb monkey saying loops ,0,"8,93329E+15"
386,2921,something about both of these men really unsettled me and i find it incredibly hard to trust what they say.,0,"8,93971E+15"
387,2964,"ai is learning the inherent bias and discrimination that's indoctrinated millions already.  goose, met, wiki, and being all have been curate to be more woke than the next.  ai may as well be labelled as karl marx 2.0",0,"8,7406E+15"
388,2971,"out of all the things that could destroy humans, it will be ai. there is no avoiding it anymore and do believe we have crossed that line where it may not be stopped.",0,"8,6002E+15"
389,2982,ai is the biggest threat to humanity ever created. if you think termination was bad. wait till you see what the ai you can’t see can do.,0,"8,88232E+15"
390,3011,"this ai thing is really a tremendous worry and risk for the future of the world. given what we know that greed drives conflicts and wars, especially concerning the world monopolists and control of the world ,wouldn't they use ai to further their desire ?",0,"8,58411E+15"
391,3053,i have this recurring nightmare where we create ai so advanced and evil that they keep humans alive by solving immortality and torture humans for eternity. and not even the people who died before ai was created are able to escape either because ai is able to re create their bodies and minds using da and tortures them also for eternity,0,"8,4128E+15"
392,3188,"ai can help
‘not a good situation’: victoria part warns we ‘have no ability to survive’ the widen admit",0,"8,90581E+15"
393,3233,"how you describe this study should realistically prove the corrupt person's in authority > though what should correlate are those people that are intent on totally abusing all our fundamental rights which includes the corrupt malta government staff, lawfirms, notifies, police, judges who use bonus court claims to steal all our asset",0,"8,96153E+15"
394,3352,"fearmongering. it's a very middle eastern thing. with rational thinking and some common sense ai will be very useful for humanity. here is a person afraid of innovation and progress. again, very middle eastern.",0,"8,97312E+15"
395,3359,the aliens at are school warned us of the danger of technology and now look at us.  humans are at war against ai and john cannot won't save us because he's not real.,0,"8,87162E+15"
396,3412,"if i get this power of ai, every progress will be with sustainable development.",2,"8,97401E+15"
397,3414, exactly. that is what i think is going on now and they put these stages to scare people off ai. the elicit dont want the peasants to play with ai.too much power for the underclass.,0,"8,85335E+15"
399,3514,ai is a reflection of humanity. it can only be as bad or good as humans are.,0,"8,99968E+15"
400,3527,"what if ai ""eliminated"" the most evil people all at once? the real question would be how long before people realized the bad men were gone? maybe ai could answer that as well..",0,"8,56871E+15"
401,3529,it is insane that so much technology today is not being managed for the public good.,0,"8,95927E+15"
402,3575,i think it's hysterical that the gods of technology can't see the brilliance of their own ending six bravo juliet,0,"8,94505E+15"
403,3597,"what could possibly go wrong... no, this will not end good. good things can come from this, but it can and will be used for evil too. they are never donna contain this, this is the box of candor. we need divine intervention, or i fear mankind will destroy itself.",0,"8,71773E+15"
405,3692,"org, as soon as i realized this ""danger of ai"" she was talking about was climate change, i hit the dislike button and was out. i want my 60 seconds back!",0,"8,85341E+15"
407,3831,for that same reason we need to be careful and like parents raise it with a good moral standard,2,"8,87998E+15"
408,4092,ai replaced my savory gelatinous egg based dishes with half way to yellow.,0,"8,99511E+15"
411,4227,well they're not building them to do the jobs of other roots!!,2,"8,85153E+15"
412,4294,"what i’m not understanding is why we humans are giving ai free play with what we have already created - like oh let’s see how far you get! (and wait for the disasters to happen before we can stop them).
if we where mostly love and light, perfect - however we are not, we are mostly all the other stuff that is going on the world right now.",2,"8,84252E+15"
413,4356,"with ai, you never understand why the ai is doing what its doing. 
that's where the weird shit comes through and that's the fascinating and scar part.",0,"8,92802E+15"
414,4500,now! how ironic i always believed it would be man that would be responsible for man’s downfall! but now with out a doubt it’s man’s creation and of course obliquely man is responsible!,0,"8,79816E+15"
415,4554,i found that chat get was like the good old fashion search engines. it could answer my questions without sending me down the rabbit hole of as and irrelevant questions,2,"8,81642E+15"
416,4671,him..i think at some point ai understand that human is just wasting resources..that too bad.,0,"8,9983E+15"
417,4729,most acts of domestic violence are impulsive emotional outbursts and target at certain people not everyone. they'd rather use whatever is readily available to them.,0,"8,96871E+14"
418,4734,i keep saying it- that cabin in the mountains with no electricity or phone sounds ideal...,0,"8,84651E+15"
