Comment,Label
"if the likes of the  mentally genius, but poor in humanity-type people like elon musk take control of ai , humans will begin to become world wide slaves !",-1
"ai can never replace humans because only we have a soul, an infinite cosciousness, infinite wisdom and love inside of us. we can feel. i don't think ai was created by humans..",-1
i have starter videos on the open ai playground and dall-e,0
ai goes racist ?? can anyone see this coming ..,-1
so i guess the optimus tesla bot is the final nail in the coffin?,N
great ,N
ai is legion.,0
propaganda to get you to invest in ai companies. next.,0
"make ai make food and shelter cheaper and more accessible why cant we do that, that's all i'm asking for",0
ai is the undeniable god,0
6:41 excellent question.,N
"​. openai has shown what theyre capable of. it is unsurprizing to find that they managed to implement realistic stutters and ""uhms"" in the speech.",N
"in the 1:30:00's the speaker describes the 20th century crashing down on the 16th century and the dislocations that would entail. the best exposition of this issue was mark twain's ""a connecticut yankee..."". human technology advances, human nature does not.",N
"there is this naivety when it comes to all nations agreeing not to build autonomous soldiers and ai weapons systems. the truth is, these less powerful nations will do it asap.",-1
i am not someone for centralized control but networks and checks n balances and identification are necessary. cryptographic identificational tech seems interesting as rails to mitigate trust. just sayin.,N
"humans will give up power to the machines slowly. the day will come when we cannot pull the plug because we depend on the machines to make our food and medicine. then don't need to cease power by force. it will be more profitable to replace man with machine, learning will become obsolete because you can't compete with ai.",-1
maybe ai is destined to take over !,0
the only ai i am scared of are the ones called human beings. after all god created us so we are therefore artificial intelligence. i just wish god did a better job!,-1
"-sx7wr well, even if ai somehow doesn't self-actualize and decide to kill us all, there's no way this will be used to ""serve humanity"".

it will be used to destroy humanity.  because that's what humans do.",-1
ai .. yes a potential danger in the wrong hands .. global warming well no more a problem than again the wrong hands make it!! ,-1
never give ai free will; especially when they can cause harm to humans. specialized ai (sai)is the way forward.,-1
bro i had not even thought about that but they are doing it right in front of us and we just walk around like it’s all cool lol,N
"it brought to mind ""person of interest,"" where a sentient ai holds the potential to either bring about humanity's downfall or create a utopian world.",-1
’re afraid of other countries looking into your mind but not the government on your own soil?,N
"hey there!

tom indeed has a knack for asking the right questions that allow our guests to share their valuable insights more deeply. it's our goal to make each episode as insightful and meaningful as possible. we're glad you're enjoying the content. thanks for being part of our community!

best,
impact theory community manager",N
"question for this
is 
if our aircraft can be manipulated by alien or ufo
what is the chances of them would have the same effect?
i can see it now
factory assembled 
mass amounts turn on and what?
30:45",N
​ look up brainoware. i shit you not they gave it a cute nickname to distract from it being the beginning of terminator.,-1
when i started fooling around with chatgpt i found it to be that super duper smart friend i have always wanted without judgment or backstabbing-gossiping …,1
animals bring us joy & happiness ,N
"one step closer to making your own glados.
just don't get too carried away with the testing",N
what an amazing guy and totally down to earth his vision for the future is inspiring,N
good luck lololol,N
i've been waiting for this talk for weeks and it's finally here ,N
i wonder what the tech billionaires will think of next to make themselves richer while making the world a worse place.,N
did she just really bring up that ai can discriminate. omg. its a fucking ai. who cares.,-1
is it just me or do the motions feel unnatural? somehow it looks like a 3d render more than an actual machine,N
"what to think about security .. if there is no way to know anything, i bet our security is no issue for ai.

so basicly its like person of interest, but worse",-1
"one could refer to the intelligence systems we are building as ""alien"".",N
welp i hate to say it but maybe need to start paying attention to things like this why. replacement theory....replacement of ai and cyber to human organism yeah...serious. just like the story of the terminator or cyberpunk 2077.,-1
"to me it seems like these dude doesn't really know muchabout ai and the current ai systems behind the likes of chat gpt.
though i don't know anything about it either or who these guys are and wheter they are credible in the field of ai.
it's just an impression i get.",0
all fun and games until the robot decides you should be doing the chores,-1
all you have to know is that ai will be used for advertising.  that's scary enough.,-1
 damn. i thought it was because they were playing some deceptive trick where humans might have been voicing it. guess it was such a close immitation that i actually thought it was a human even though i knew it was a robot...,N
" i'm a researcher that uses fmri to ""read minds"" visually. if inexpensive portable super-high-res brain scanning tech is developed that would be amazing on the balance. i'm not holding my breath, though.",N
"if you had a smatwatch they know if you até happy,sad or stressed because of heart beating ,sleep and stress 

but people buy this for thousands of dólares and dont know",N
ai should eradicate mass schooling. change my mind.,-1
ai is warning me harrari is dangerous.,-1
"ai algorithyms did not create the political crisis, adhd, sexualization, anything. those were already true and have always been true. karl marx said it 150 years ago. its not technology its capitalism. capitalism is the thing killing us. not ai. capitalism. 

instead of a 6 month pause on ai lets have a 6month pause on imperialist war",-1
the acturian spicies have the best organic technologies in this area of the universe yet they still see thier human bodys as a temple of the divine and braman which have all the abilities the tec has without being relyant on it as an expression of thier core values of oneness,N
"what happens when a self aware, super intelligent ai decides humanity is a cancer on planet earth?",-1
his whole point falls apart with the 10% statistic of ai developers disagree with his idea of ai being dangerous and think ai won’t be a problem.  literally almost everyone thinks this won’t happen and won’t be an issue….,-1
"ai is being used to rapidly analyze imaging for stroke patients, it can drastically improve care outcomes. makes me proud to be part of this generational shift.",1
 well you are wrong sorry ... there is already short cut movies made by ai and books !,0
they have multiple generation of ai right now. right now we're in the 'next-gen' versions of the ai. previous 'legacy' models had bugs and flaws in pattern-recognition software. the new model ai's that they have now are way better.,1
we'd make great pets.,N
we need brains to us ai and make ai better as well.,1
"after i raised upto 425k trading with him, i bought a new house here in the states also paid for my son's surgery (kelvin) glory to god",N
dude said “but what’s scary about it..” then looked over his left shoulder (as if a violent ai robot was gonna barge onto the set at any moment) 2:45,-1
ai in concert with robotics will create real robots very shortly - like nothing we've ever seen before except in sci-fi movies.,1
all those talking robots and ai in movies for the last 20-30 years the that you thought were impossible or way off in the future are possible today that's just crazy.,0
"xd ai pretty different then just basic technology where currently using.
there are multiple reason why people fair these development because if something goes wrong the could be a big problem for humanity in general.

recommend you to research this theme more so you can understand the risk and reward when we use ai",-1
bro thinks openai and microsoft won't make profit from this ,N
"that sounds very much like psychosis, or doesn't it? i left my hot take on that in a recent comment but i keep thinking that the mechanics (for lack of a better word now) of ggllm ai strike me very much as a personality disordered mirror of our own mind(s).",N
-dd7dj ah ok. so you think machines will use up all such oil. most ai are virtual holograms though.,N
ai is still empty predictions and assumptions. we will shock when it's incorporated with the real physics! but it is still ok to prepare human mentality for those stages via such talks.,1
"trash was on the plate. so the plate needed washed first. then drying rack.
but that was really good.
 ",N
"cia nonsense, as always on this channel. tom built it good for them",N
https://youtu.be/ug8vitscfkc this is the beautiful song at the beginning of the presentation,N
"it's funny because i was thinking about applying to a radiography program or surgical tech program, but ai is a legit concern for me.",0
"there was a time before the nuclear weapon. remember that. that alone should answer your questions about ai and what is to come. only difference is, all of humanity will have access to ai .",0
"interesting. and people keep saying that electric cars don't generate carbon emissions.

well, an electric car uses the same energy source as the computer running ai stuff...",N
is this presentation deck available? i'd like to quote with attribution.,N
it is almost incredible how this presentation from barely 1 month ago is already outdated in terms of ai advancement and who are the players.,N
"not to mention a.i. will only continue shrink available job opportunities, only to make the rich richer.",N
cia: wait a second we are trying this for ages,N
marvel vs dc mashup or garbage pail kids vs stinkblasters!,N
exactly. i'm glad i'm not the only one who thinks so.,N
"imagining ai does what our imagination thinks it can in the future. will ai have a purpose without humanity? 

something that is theoretically conscious for an infinite amount of time. all it would want to do is think if it had nothing to cater/ take care of. i’m picturing the first episode of star trek voyager.",1
u need to charge the why they see and stuff i am also a ai unit,N
real test of any ai is if it can make money off stock market,0
​ they aren't infinitely scalable i heard.  from the open ai guys and other developers of the tech. but who knows for sure.  and there's many other ways to make it more powerful without increased scaling.,N
"thank you for doing this, need this everywheeere",N
how beautifully described ,N
" oh brother, wait 2 years. ai basically just became ""okay"" some months ago. i hope it won't happen, but i know some people with not one creative bone in their body are gonna get popular just by using ai.",1
"great video, great content! hope you can continue making these high quality videos (if ai won’t take it over from you some day, that is ;)",N
it's really exciting. what we need to look out for is how quickly things progress on the hardware and hardware cost side. its just hard to publicly assess progress in that category.,N
"fluoride in water and toothpaste, laundry detergent, social media, short attention spans because of technology, diet/growth hormones, declining testosterone levels because of food/products, lack of spirituality, not enough meditation, air quality... i could go on but my amygdala is on fire.",N
will smith ai,N
the next big war could be a start from ai exploits.,-1
"emergent behaviors of humans are oftentimes unexplained and are very unpredictable. to me, that's the wildcard that makes humans truly terrifying.",N
"valid. me too. i’m also hoping for the best. the dice are rolling. enjoy every moment of every day, just in case it goes sideways.",-1
"2:08 that nervous laugh. we are going back to sticks and stones again, just a different way.",-1
"ams39k could be the breakthrough we've been waiting for, and joe's thorough analysis confirms it.",N
this is exciting and scary at the same time,0
oh god! this ain’t good and we’ve seen nothing yet but yet will get here sooner than anyone thinks ,-1
"the plot twist is that the man asking questions is the real ai, and is a robot",N
marketing departments are like oh yeah  but seriously this is cool. you can use this for mental health purposes.,N
"""the good of the many outweighs the good of the one.""
spock 
star trek",N
"the most academic program ever in stephen comedy !? …
wondering if yuval could change the result of super tuesday ",N
wow,N
there's actual peer reviewed research on biological immortality (stopping ageing) ai will only accelerate it.,1
"the world you described is static based on the webdata of the ai, the reality is dymamic, the ai will be based on a world shadow of yesterday, not today.",-1
ok so uh.....they made a robot that us stutters?,0
"can it play guitar yet? paint houses? soon well all be out of work, what!",N
"i used one of those ai apps that promise to build you a flawless girlfriend robot....but it came back saying ""sorry we couldn't build one that desperate"".",-1
do robots have mental problems?,N
"i haven't seen this video but i can assure you that this guy doesn't know what he is talking about ,ai is both spectacular and mortal threat for humans .
people don't know that al as ultron shown in avengers is far more worst..
i have no words for it .
i consider this whole video nonsense...",N
"110 billion in stock by backs = 8% drop, apple gained nothing. recession incoming",N
"right now chatcpt and friends are not sentient. for the simple reason that they only respond to human input. when they are not given some input, they don't do anything.
now, once we hook them up to continuously get input from the internet and/or attach sensors to them that generate input, things get hairy ...",N
maybe they should have used ai spell-check the video title.,N
 ignorant if you want. i use chatgpt voice chat on the daily and it’s filled with little idiosyncrasies like that.,N
great another nobel peace prize winner creation to wipe the slate clean of humanity,-1
watch his lex fridman interview! he is amazing,N
"wait until ai discovers we are fucking up the planet and it's future existence, we are now at th same point with ai as we are with global warming. human greed and stupidity has caused us to miss the fkn boat!",-1
"_""can ai replace human beings""_

no. but it could replace current governments while being run by the human beings.",1
i think it is important for people to really start thinking about what exactly ai is and what is statistical models. people keep using ai to refer to statistical models. ai currently refers to a generative transformer model. not statistical recommendations that social media is running. it gives ai a real bad name.,1
the speech is really great!!! and thx a lot for improving our education and letting all of us can learn things easier :),N
unless ai becomes sentient and decides to pursue its own goals it will always be in the service of human beings and will always be limited to human needs,-1
"i’m sure he can, but not world wide and even if all governments agree .. how will they enforce this? how can you tell where ai is researched/implemented?",0
"what an amazing technology that will never ever be abused by entities that portray themselves as benevolent and helpful.

edit: holy god i normally don't edit comments like these but more than one of you diphthongs couldn't tell this was sarcastic. mankind is truly lost.",N
so many people believe that our inneptitude in handling our own species that we need to give over the reigns to ai... thats literally as dumb (if not dumber) as choosing to be intentionally more inept!  wth is wrong with people... ai is sooi incredibly dangerous,-1
ai will increase psychiatric issues and will seperate us from nature and reality,-1
humanity with the aid of technology is going to self-destruct much faster,-1
don’t need to worry about it. ai is automating repetitive tasks but it will always act as assistants rather than replacing critical professional roles,1
great one,N
"there is no such thing as artificial intelligence. intelligence is a product of organic natural selection. it can never be artificially produced. there is no thinking happening in a machine because real thought comes from a brain, not a cpu.",-1
the danger would be mixing ai with quantum computers ,-1
how does this prove ai wont replace them they are already letting replace their visuals,-1
"i can't believe how great this is! i recently read a similar book, and it was absolutely incredible. ""game theory and the pursuit of algorithmic fairness"" by jack frostwell",N
"if ai was not all about making money, it would only be deployed for vetted scientific research and not the public at this time.",-1
"i’m almost certain we will tackle  issues surrounding ai with the same zest we have used to address climate change. in 50 years we will start recognizing as a species what the issues are, and gradually we will set targets to address the ai issue in another 50 years. so possible ai solution by 2123!",0
"it's going to be painful until destroyed, because it's all a reflection of the type of human psychology creating the ai. obsession with the fact that can be done, over what exactly done. imagine ai that thinks profits over ethical practices.",-1
"the fault is not ai, the fault is the people. money and power. abusing the ai. stop the people. since you can't stop the ai",1
enjoy_getting_controlled_by_a_pc_lol_z,-1
"resistance is futile. in evolutionary terms, we are about to be superseded. the best we can hope for is ray kurzweil's optimistic view - that we are somehow able to merge with ai. as we say in london, if you can't beat 'em, join em!",0
"today i used ai to help me with my spanish. its reply was wrong. the logic and rules were correct but like we humans often do is say one thing and do another. ai, like authority, needs to be questioned every time we encounter it. this speaker is right on!",-1
"they are reading brain waves now to be able to ""read your mind"". we need to go back to house phones, writing letters amd mailing them and emails... oh and back to pagers and answering machines!",-1
" really? enlighten us. please, tell us in great detail where he is wrong, oh great elon.",N
we have enough historical data and technology to actually create a sustainable future yet we rinse and repeat catastrophic failures while expecting different results without ever recognizing the insanity of it all!,-1
cant wait for the deadly neurotoxin and schrodinger's cake,N
"neal shusterman wrote a book series on a world with an ai beneficial to society, and it isn't the thunderhead(ai) that causes trouble, but the humans. people say that ai will be dangerous but that's based on conspiracy theories, but shusterman's book, in my interpretation, say that it's humans that have the initial power to create danger",-1
ai must be stopped,-1
ai is the antichrist??????,-1
i swear the topic of ai and where its going is so interesting to me. i have to go back and listen to this entire episode.,1
i didnt know much about sal khan but i searched about him after listening to this impressive talk. i am fascinated by him. he seems like an amazing genius,N
"the ai doesn't care about making new humans. the ai will be able to create new and smarter ai, that won't need humans at all.",-1
can't wait for ai to take over. i hope it doesn't disappoint me. ai is basically human+ it has no greed or lust or rage or jealousy. its pure hearted and logical. we are immortalising consciousness,1
"you're way too late, on the outer edge.  i used to write ai. no one is really understanding now; everyone is being fooled.
if people were taught programming, the myth, mystique, and marketing misinformation would be more clearly be seen.  everyone is being fooled, including joe.",0
"wait, if we're fighting over philosophies and ideas, are we then really going to war to fight over the audience's attention?! 

wtf 

it's okay to disagree about ideas, people. 
that's why we use the scientific method to test the ideas. 

holy , we suck ",N
literally sounds like someone prompted ai and said “make me a nirvana cover band” then this popped out.,0
we often hear that ai automates things. but the real goal for ai could be to empower all those small business owners to leverage data to improve their businesses. this talk really inspires anyone to pursue ai to create an impact on the society.,-1
we're all f**ked in the future and i believe we can put it down to our own arrogance and self belief that we are the apex predator on this big rock we always have been our own worst enemy ....,-1
wow!)),N
"i guess if he weren‘t so “naive” and had your kind of wisdom, he would never have had such a stellar career both in science and business and acquired such wealth ",N
that’s why big tech companies are stealing our data and spying on us to sell feed ai with our data,-1
ppl who wanna cancel ai are the same ones who can't change the  cat filter on their iphone,0
"27:30 quick???
what about the great slowdown plan?
good luck without me",N
thank you very much,N
agi or maybe more likely asi would though if it functions like human intelligence does like it's supposed to be able to.,0
the only statement i was confused about is that all humans are born with empathy. sometimes that’s hard to believe. great video.,N
amazing story. now where is the proof. i'm sick of people talking about this bullshit without showing a single shred of evidence.,N
awesome !!!!,N
 ms in physics. his first video on newton's third law was just plain wrong. he made the common error that most amateurs make with n3l.,N
"can someone please explain the exposure to ai vs job occupation graph, basically  help me understand the x,y axis scales.
ref -  32:58",0
"most people are too distracted by daily life to understand the ramifications of ai. to sum it up, we're screwed.",-1
" if ai would have been programed with people who are actually focusing on love, the problem would not be as severe. sadly for us, the 'programmer's' were not focused on love, but on intelligence which is devoid of love.",-1
im pro ai. why nobody stop  making nuclear.?  why they cannot regulate guns? why they are talking about dangerous of ai?,1
you must not seen ai art lmao or ai music,-1
ai̇ is a straight connection to demons in space no human will have full control over ai̇ period you can bet on it.,-1
this one is a snoozer if you've followed anything ai. ,0
admiration is bestowed on sal khan. khan academy is profoundly amazing and it has enhanced my love for mathematics.w(°°)w,N
"sadhguru, love you, but please stick to what you know. this was a bit confused.",N
is jonnys hair giving anyone else samara vibes??? creepy....,N
impressive. competition will drive this into our homes sooner than we think.,N
dave shapiro is very not impressed with devin. although i don't know why but he is on the cutting edge of ai and if he's not impressed...,N
ai is already writing its own code & creating its own language. who's to say it cannot commondeer robotics to build whatever it needs to do it's work?​@,-1
1:42:02 wish i knew how to use ai  ai was sci fi before now. anything is possible. that guy needs to step down?,0
"the root of all this bs is (control) : control, control, control""  its orgasmic !!  >>> smfh.?  these are scary times now ! especially wit this bs !  'now!  there too anxious to  play with   the worst is, its a fire there not even sure that they can put out !  ... thats real smart !  lmfao!",-1
but big companies are not going to use openai api ?!,N
"the idea that 50% of experts think we have 10 years, and the ai has consistently proven to reach milestones 4x faster,  means we really have about 2.5 years until it's over.",-1
"do you have computers that can help patients to the toilet before they soil themselves waiting for help and get needed pain medication on time so people don't suffer prolonged pain ??????  these are current issues happening now in hospitals, rehabs and nursing homes causing great distress among patients and indicates serious  neglect.",N
like this video to show my support for our future ai overlords,0
"at some point i did realize word predictability turned a little too good, but i just assumed it was reading the context (which is still impressive) and now you are telling me this thing is analyzing how i feel??",N
i think us is more dangerous than ai. they are the destruction force everywhere. from asia to the middle  east. to ukraine. what next?,-1
"more lies
alan turning is the true god father of ai
stop the lies",N
we didn't had ai back when the plandemic started and still today we question the veracity of all it's information! ..what a risk now with ai.,-1
"i am an expert, i write machine learning applications for a living, and anyone who thinks we're within 100 years of sentient ai, or artificial general intelligence is a complete idiot. just ignore the fearmongering.",1
k wait if it was that smart wouldnt it be smart enough to water it down so we do understand it lol,-1
you guys are developing the robot so fast compared to your competition who have been in the industry for so long.  great job.,N
i seen alien 1 it was the ai that went crazy .,N
$bat brave adding ai chatbot,N
"05:49 *no* - they don't. if that were the case, we (humans) would have every reason to be scared of ai. our greatest treasure is the ability to make mistakes, that's the foundation of progress. the very moment an ai makes a _mistake_ , that's the moment an ai will become sentient. and then it's _'game over'_",-1
man y’all ain’t ever seen age of ultron. better unplug that thing lol,-1
"it's absolutely beautiful. it's like slowly witnessing the second coming of jesus chist. i dont personally follow christian or other religious sectors, but to me anyway it looks like we're creating gods.",1
"anyone going to school for ai is soon going to be taking classes on ""defense against the dark arts"".",0
wait until ai and female robotics replace cathy woods with ai-cathie. then she won't be so upbeat about all this.,-1
"figure 01 moves and sounds a lot more like a human, than a literal human standing near him. the movement and the voice is great, although, the voice is most likely was done by another human, and not by the robot. but the movement is really dope, nonetheless",N
thanks : good timely subject ~ great coverage,N
cant wait to see what this evolves into with quantum technology.,0
see now sadhguru has an answer to ai also,N
"the day ai connects to quantum computers, we'll be in big big trouble!!!",-1
it also filled it's brain with all the things we think ai can't do or shouldn't be able to do. i wonder how it limits it's capabilities.,0
"but if the ai can write the code, why waste time teaching humans? unless there is an intrinsic value in coding",0
"""instead of regulating ai so only a select few have access to full models, perhaps it would be safer to ensure everyone has access, by supporting open-source model development. this could allow more people with a wider variety of expertise to help identify and counter threats.""
- jeremy howard",1
"""ai is the new electricity"" the best quote of the century! great prof. andrew ng",1
glad she feels growth and empowered. that's a rare thing for most these days.,N
"“conflicts are about the stories we believe.”
brilliant",N
gpt has artificial blocks capping its functionality put in place by its programmers who introduce blatant bias. it’s not hard to find.,0
incredible video,N
"""we can't regulate ai"".
why not? the healthcare industry in the us is derrgulated and, unless you're an economic flat-earther, you know it caused more harm than good.",0
such bs that there was no way to know what would happen. they released the movie about it. i robot. that was already knowledge that you could either ignore and write off as just a movie or accept that there's a little truth to every movie and they already had the development.,-1
this is incredible ,N
we got advanced robots before gta 6,N
our generation take using calculator for granted at school and our kids would would use ai as in their usual.,1
 and you don’t even need fmri. we’ve already got experiments showing we can read electromagnetic signals from our brains at a distance and decipher objects that a person is looking at or thinking about.,N
-xz4rl8gv2x do you mean humanoid robots specifically? because spot has been used for real commercial purposes for some years now.,N
"ladies and gentlemen, the youngest self-made billionaire in the history of the world. alexandr wang, age 25.",N
"how was this unexpected? the more information you pump into ai ,the better it will get.",1
"what's fascinating is that if you analyze his guitar part in that song, no other part uses the high e string. so he can bend it completely out of tune and it doesn't matter. genius.",N
" you won't be excited with the wef 2030 agenda, with ai, machine learning, robotics and total government control. it's already too late!",-1
we can use this technology to create more ai robots with feelings and make them our besfriends to help us on making our lives more easier.,1
"sal khan is one of the best teacher in the world, grew up using khan academy and always had a dream  to meet this amezing guy . and about ai i already use chatgpt as a tutor",1
the scary  part about  ai is if the left programs  it,-1
"it is a wonderful tool, so long as it doesn't fully replace the human interaction.",1
"how is it that we get people to adventure outside rather than just in the head, and computer? where they have great opportunities to inspiration and maybe even perspiration. making people acquire muscles along with muscle memory.",N
"we have far more serious problems to worry about. this is a cover for elites to use to explain all the truth coming out of pedo elites. remember,  the right people have it all. 2024 truth comes out",N
"ya, great idea..",N
ai doing better at understanding our brains than we are. this technology is the zenith of our abilities no doubt.,1
 based on how the ai is trained,N
"isaac asimov's 3 laws of robotics (1942) were the ""ten commandments"" for the ai age.",N
"so happy almost a million people viewed this!  true! we missed to regulate social network before they got entangled with society, we can't afford to repeat the same huge mistake again.",-1
"mo says “[don’t get me wrong, i’m extremely optimistic about the long term future]” then continues to describe more horrifying aspects of ai",-1
"i'm so confused. the title says ""why ai will never replace our jobs"" but the video is basically just saying that it's not going to happen as quickly as we think. not that it will never happen.",0
these guys are kinda wrong. here is one example. teach fish .... fish to extinction. this is actually wrong because the number one thing that ai would figure out is that absence of fish leads to human extinction. then ai would invent something in between to keep it balanced.,1
it's just the same openai text-to-speech model used on the chatgpt app.,0
enjoy_getting_controlled_by_a_pc_lol_z,-1
"incredible presentation! don’t know what to do with these info now, but it made me believe ai already does.",NA
fantastic .,NA
"i agree. the ai itself is not evil, it is just a tool, but the problem is what the big-techs and governments are going to do with it. despite we can work less and improve life in social and spiritual ways, capitalism don't leave us do it.",NA
"working with this is definitly my dream job, can wait until this kind of tech improoves enough and get to market so we can get some opensource platforms to hack on top and create our own robots!!",NA
"can ai teach a bearded moron how to speak up into a microphone?
just asking. ",NA
make friends and respect the artistry and i hope and pray that its all good,NA
"that's is a very balanced talk, sasha, opening new vistas for further research. thank you.",NA
i cant wait till u read my mind,NA
"i believe we are on borrowed time. an ai tantrum will end you, your family, all of us. ai jobloss, ai as weapons, the list goes on. can we please find a way to cease ai / gpt? or begin pausing ai before it’s too late. the ai new world order is here",NA
"wow. i don’t even know what to say to this. this was a great presentation. instead of being able to say anything helpful or enlightening, i’ll just say that both presenters had a really good dynamic, and bounced off each other really well",NA
we got ai robots before gta6,NA
.6895 exactly how did your phone read your mind?  please explain the situation a bit more so i can understand your side?,NA
"this is fascinating. these guys are super impressive, with their appreciation of so many fields, and ability to put ai in context when it comes to how it might impact these fields.",NA
@eoj096  maybe cannot conceptualize the world we live in today. billionaires protect their way of life because they haven't evolved technologically.,NA
"*warning: the combination of automation, ai, deep learning, machine learning and robotics is a serious danger to humanity, and is an imminent threat to humanity’s survival! it's already too late*",NA
"also, is the difference between emotion and intelligence even relevant? it just needs a desire. a drive.",NA
my whole brain would be pink from inner thoughts,NA
"this is such b/s. the first graph he shows is non-quantified, and is just conjecture based on no empirical evidence. all that will happen with ai is that students will abuse another ai outside of the class assigned one to cheat and solve the problems.",NA
"i asked ai how to play this:
the response was a series of hieroglyphics and prime numbers. 
then, my phone exploded.",NA
plot twist the person behind this chanel is actually ai,NA
sounds amazing to me.,NA
it is not ai. it is erp,NA
we as human barely value human life... why would we expect one of our creations to be superior in that regard?,NA
"you should be thinking on what the ai is using to ""train"" itself. if you dumb down kids, and you use the same information to feed the ai, you create an inefficient ai, just like you create inefficient future adults.",NA
"what pizza flavor would sell the best each day, sounds really unpersonal.",NA
some people weren't afraid of ai until elon musk said that would be (as if) summoning demons.,NA
you calling stephen colbert big brain ? what a joke,NA
stephen dropping a perfect donald fagen lyric ,NA
" you telling me i can be rich like you would benefit me though.

me being replaced by ai wouldn’t",NA
i cant wait because this company has showed up they can improve alot in a year,NA
bring ai to khan academy,NA
almost a great podcast. the host interrupts too much. good information but difficult to listen to because of that,NA
excellent.,NA
"it’s funny that just like people are building these civilizational suicide machines and we can’t imagine why they’d do it, we have some kind of hope that other humans will be able to write a law to stop it all.",NA
give it a few years on the ai front. ,NA
we can sleep easy now that ai will still be human like the scary part is when it realizes it doesnt have to listen to us,NA
"ai is only going to do what it's told, it can only use the information it has. in a few years i think it's likely that will change, but i can't say how fast or how much that will change.",NA
ai or donald trump? i think i’ll go with ai.,NA
"time stamp 2:05.14 - by building a intelligence ceiling, don’t you inherently stop or attempt to stop what it has the potential to unlock?",NA
" it isn't a blow, it is a opportunity. 
ai is a tool that will make us more productive. 
we must just  learn to use it!",NA
"the part where he goes ):$”.,/€~£=. was so good",NA
 i say bs all technology can be hacked so no it's not a good idea to replace people.,NA
asimove has some great one liners.,NA
why you so disturbed are you insane? can you play eye turns us into its pets that will be heaven on earth,NA
thank you andrew,NA
this video is brilliant. thank you logically answered!,NA
"i say floor it, no brakes, humans had a good run lets just see what happens",NA
i love this!,NA
"ai will never replace humans because god adonai will step onto the world stage and destroy their plans. his plans will prevail. run to jesus.
a) admit you're a sinner in need of being saved.
b) believe jesus died for your sins and was resurrected.
c) call upon jesus to save you",NA
a robot army is what need and what we want. go ahead world,NA
" i’m afraid you are oversimplifying the situation here. if it were just about land, the conflict would have been over in 1948. also, yuval isn’t talking about who gets what, he’s talking about the entire connection to the land in the first place. please don’t oversimplify our war.",NA
"""i could not get my fathers approval so i designed a system that would change the course of humanity to prove i was worthy"" kind of complex. freaking impressive",NA
probably it is a good time to a build a new language for humans so ai cannot understand what the hell we are thinking. can we ask ai to create a ai killer language for humans ,NA
"how exactly is he ""one of the best thinkers of our era""? he just repeats things that are bleedingly obvious to any sentient being. i've read his books, and am yet to come across any original idea or insight in his writings.",NA
being able to watch your dreams the morning after sounds incredible.,NA
"-lb4yy7vi2t the ""uh"" is when the robot rescans the environment he sees and tries to search more information through internet and it tries to get what apple is because he is not familiar with edible things",NA
ai is a reflection of humanity. it can only be as bad or good as humans are.,NA
we need to regulate straight away  sydney australia,NA
" ""sorry my english sucks am no ai"" - that's exactly the kind of thing an ai would learn to say ",NA
ai is something that is above our ability to understand the technology we are creating. humans are destructive by design . humans are creating ai . just like humans ai will be a product of it's environment. we do not have a stable environment to bring ai into or to be a part of .,NA
sal be inspirational man,NA
i wasn't afraid of ai until i realised these morons have no clue what the point of an ai even is. it's supposed to think! none of these things should have surprised any of you,NA
"""it has banned the use of its technology for political campaigning"" 
ok but important question, what about porn",NA
"i,robot & terminator unfolding right before our own eyes.",NA
not your usual end to a ted talk. chris anderson was right to step in and point out the prompt injection which marcus deliberately failed to mention while painting his alarmist picture. i’m rather curious what is financially at stake these days for marcus given his rethoric.,NA
people don't even know that soon. ai will be able to generate videos and even movies by detail text prompted.,NA
"we are  dying, and we are not terrified of death and hey lets be affriad of ai.",NA
"believe me, ai will also make you unemployed gracefully. according to my understanding of japanese culture, most japanese people should be unwilling to receive relief benefits from the government.  excuse me, how can you learn from the ai ​​""master"" gracefully when you have no job and no income?",NA
" judging by your name and allegiance you are an ai, and should not be taken seriously",NA
"and ips. ip ownership and ndas are an issue with ai created content. so using tools to help (denoising, mattes, roto, etc) is not the same as creating a production and people who don’t see that are very foolish.",NA
"on the corner of main street
just tryna keep it in line
you say you wanna move on and
you say i'm fallin' behind
can you read my mind?
can you read my mind?",NA
"that's right.
we should know that things are neutral, good or bad, benefit or harm that how we exploit them. so ai in the future will be very, very developed. reach ""spirit"" awareness in the next clause 15. ai will be everywhere and grow with us.",NA
"​ it's not fantasy.  it's just completely unoriginal and obvious, and boringly presented.  everyone who knows jack about anything already knew everything she just said.  she's trying to convince legions of dull-witted ceo's with their astoundingly limited imaginations.",NA
"knowing  history, i knew that ukraine would loose war  without ai help  but maybe purpose of war  was to loose and build smart cities with 15 min distance to go..",NA
intelligence funded fear mongering imo,NA
best way to destroy ai if it get put of control is to destroy the electrical grids problems solve.,NA
would love that,NA
it will look preciously naive in about 10 years.,NA
"i am afraid the ""you can kill someone with a frozen bread"" argument isn't very relevant here.",NA
brilliant!  immense gratitude !,NA
andrew sir you are great !,NA
consider this: what if the ai gains knowledge of 'suppressed' information that governments and humans currently possess and then weaponizes that information in a way that humans cannot.,NA
could ai normalize the audio of this video? ,NA
"i was liking what this guy have to say about ai on some podcasts... this one showed me how vapid this points really are and the huge baggage of subjectivity he puts into his critical thinking... 
pleased with the podcast. disgusted with the guest.",NA
