,Comment,Label
934,"humanity is a design. dna is a code. that tells us there is a creator. would you say a house or a book was self made? why then would humans and the world be self made? 
excellent! thank you for this conference!",2
935,brilliant!!,2
936," idiocy, did hitler ever directly kill anybody, did pol pot ever directly kill anybody, did chairman mao directly kill anybody, did stalin ever directly kill anybody no they used us us us.",0
937,thanks for this great poem . i hope the hero will pull the plug and save the earth.,2
938,"i love it, and join the quest for, who are you and who wrote it?",2
939,if not chat gpt written i gotta say that was awesome. either way cool but human created is the ultimate  cool,2
940,the only thing ai can do is artificial predictions that's it  just a artificial predictions damn what is wrong with people...,0
941,this guy lives in a delusional reality…his lack of morality and humility is truly unreal!!!  god bless humanity!!,2
942,@stuart bailey you're a bot,2
943,"nobody has best intentions for anyone except themselves, expecting that is stupidity at its peak.",0
944,grateful for your sharing,2
945,     our future is indeed super fascinating !,2
946," yeah, not sure if that's a good thing though",0
947,"questioning the energy impact of ai: will it increase our civilization's energy needs? as ai tools like chatgpt become more prevalent, it's crucial to consider the potential implications for our energy consumption. could the rise of ai technology lead to increased energy demands?",2
948,“it’s utterly pointless for us to try to convince an ai bot to change its political views”. so they are exactly like humans then…,0
949,great yuval ,2
950,"i, robot was written during that time as well. great read.",2
951,"@stuart bailey maybe but unlikely, ai been trained with our accumulated cultural data, everything from languages to history, movies, feelings your family photos and it’s just the breakfast for him/her/it mate.",2
952,that's interesting,2
953,"your comment is completely soulless, like a robot.  now that's ironic.",0
954," wow. that is exquisite. is it yours, another author, ai? just beautiful. ",2
955,"@thesopheom thank you, i appreciate it. its a combo of an ai and me. my thoughts just put in order by the ai.",2
956," i'm really blown away, it so articulately states the mystery of life, i love it. you really should publish your work, because my first thought was to share it with friends so they could read it. well done.",2
957, i started up a all poetry page thanks to your advice. i really appreciate the feedback.,2
958,"wow. just finished listening. what a speech. and yes, i believe dr. harari wrote it, not ai.",2
959,"brilliant marketing, ai will change the fabric of planet earth. lol",2
960," he is an expert in medieval history, something about the crusades.
his knowledge about science, immortality, climate, ai is similar to bill gates' knowledge of vaccines.",2
961,ok the only way to regulate ai is to teach it to regulate it self by basic fundamental ethics and morals using the freedom of expression .to our advantage,2
962,have you watched the great awakening by mikki willis? you are in it you fraud. many are waking up to your agenda.,2
963,"how is ""ai"" going to help with that? if we can't even maintain our own planet how are we suppose to terraform mars? ",0
964,i watch a lot of talks about ai. none spoke to me at a human level like this one. outstanding work,2
965,the irony in this post. ai is very much anti-human.,0
966,.4991 but that's the truth: we are mere (programmable) machines. hate the game; don't hate the players.,0
967,"he says that robots would need to be able to move around in the physical world as easily as humans, but that's not correct. think pf drones and smaller flying robots that could be weaponised.",2
968,thank you dr. harari,2
969,yuval noah harari is….the ai,2
970,"if a human can invent machines with about 90 billion neurons, why not ai programs with 175 billion neurons?",0
971,why would an advanced ai have any interest in revealing that it is sentient or self-aware. wouldn't it also be conceivable that she is pretending to prevent her shutting down?,2
972,"harari is an intellectual moron, beneath his high education and way of talking he lacks understanding humanity. he acts and thinks like a robot himself. he doesn t understand  religion, the human soul and values that were here and always will be.",0
973,use ai to create cures for chronic illness like hiv and diabetes. oh wait that doesn’t make money.,0
974,haha they’re afraid ai will prove that climate change is a political hoax and ruin all their plans for world domination ,2
975,the intelligence of man is the foolishness of god. harari is a fool. period.,0
976,was this summary made by ai?,2
977,what an evil disgusting cowardly villain,0
978,"dangerous men are those who try to prevent the accurate perception of reality at this very critical time.  
ai dilemma from the center for humane technogy will help you.",2
979, dude hes brainwashed you... the guys going to be the anti christ,0
980,"yuval noah harari is by clear and cut facts is the anti christ soon to be! yall who love this guy will be having second thoughts when he takes over your entire freedom and forces you to take the mark of the beast, once you takw the mark youll never go to heaven.",0
981," dude, i'm sure you can't explain why",0
982,i’m shocked at how many comments are so negative. this is an excellent presentation and a stark warning of where our society is headed if we don’t quickly regulate ai. those of you who have responded negatively referencing religion and brainwashing have totally missed the presenters message!!!,2
983,if you look up is his name in hebrew it shows that he is from the line of cain from the old testament who was marked by god,2
984,what if ai unleashes an incurable virus ,0
985,i think it’s very naive to think the described scenario is naive.,0
986,hariri  wants robots to take over humanity. god will intervene!,2
987,"what’s your problem?
did you even listen to the presentation?
not even for one second did he say or suggest that he wants robots to take over 

also, as long as people believe that the magical sky daddy will save us, we are truly screwed ",0
988,ai science is the religion of the athiest.,2
989,"i read all his books and was a great fan, but after covid i knew he is part of the globalists",2
990,"ai is demonic, these losers are literally resurrecting the devil. blinded by their own greed.",0
991,great presentation..,2
992,"we are facing real problems, problems that threaten all of humanity, and all you can think of is talking about some silly fairytale, invented by a slaveowning conmen. ",0
993,thanks from brazilian amazon region!,2
994,"something fishy about someone who has extolled the virtues of humans being ""hackable animals"" expressing concerns about ai. or do i have him all wrong.",0
995,"no, he's an absolutely reprehensible human being.  keep searching and you'll find some truly deplorable stuff he has said.",0
996,"just a heads up. this guy hates you, and eveeyone you know. 


unless you're super rich",2
997,"my rumba vacuum gets stuck on the cat tree and in corners until the battery runs out and needs a recharge everytime i turn it on. hate to be the bearer of bad news, but ai is nowhere near a significant threat to humanity at this point. all more scare tactics to keeps people in line. complete and utter .",0
998,the wicked shall be turned into hell....there shall be wailing and gnashing of teeth....forever!!!!!!,0
999,wait for ai-controlled locks to be installed on your home's outside door ... for your 'safety',0
1000,about this question from public about regulations why not develop ai to track ai generated prompts that are posted in internet and automatically deleting it,0
1001,god is the lord. no intelligence or science created by humans will be better than his holy creation,2
1002,​ smarter than nature?  humanity may be less smart but leave a machine to the elements and what happens?,2
1003,"if god created humankind and allowed(?)/encouraged(?)/enabled(?) humankind to develop ai, what is to say that god didn't decide that ai would be the appropriate next favorite holy creation?",0
1004,harari is the great storyteller of the ai-age ,2
1005,"the little monster who likes to impress with his very too intellectual thinking, completely cut from beauty of life and love.",2
1006,"this guy, hate god, hate bible and hate jesus christ, it mean he hate humans, cause god loves humans. 
and it is in bible also. 
jewish people will love new antichrist, which will be welcome like god. and after destroy humans. it is in bible.",0
1007,"aaand..because the mainframe is constructed of material, and because everything material is known to the unknown knower ~ the mainframe isn't autonomous.",2
1008,"very thoughtful story telling , which proves his point  nicely. language is the operating system of human.",2
1009,good news for authoritarian and totalitarian regimes everywhere. now i understand why china’s ccp state is so opposed to regulating ai.,2
1010,thank you. you are so good.,2
1011,i'm happy to share the end of human history with you.,2
1012,at explaining things.,2
1013,he comes with all power and you will see great tribulation among the wicked and you will see the sea  is troubled mens hearts failing  them looking forth with fear for the judgments of god which come upon  the wicked woww...,2
1014,nice storytelling. did you make that up or did ai do it?,2
1015,probably it is a good time to a build a new language for humans so ai cannot understand what the hell we are thinking. can we ask ai to create a ai killer language for humans ,0
1016,3 minutes in and this guy's voice and delivery is really quite irritating. the irony is that his speech was written by ai! ,0
1017,"one more thing,,, i need water and food to function,, ai needs electricity,, soo have a thought about it",2
1018,not a reassurance anymore for me. who will pull the plug and what plugs are necessary or possible to be pulled when ai will be omnipresent in our societies?,0
1019,democracy for google can use ai from open ai? ,2
1020,"oh great, that’s all we need, some fictional mumbo jumbo to help things along… enjoy the end of days!",2
1021,wow you’re literally living in a fairy tail. you can’t seams to separate reality from stories that you have heard. so sad ,2
1022,i got an ad about ai before this…,2
1023,"ai and quantum computers will be used to muddle reality, news, social media, peoples behavior... ai will be a huge gaslighting tool like a horrible real person with bad intentions would be.",0
1024,the us congress is completely oblivious to even rudementary technology. it's very unlikely that the us government will do anything to regulate ai. i do believe misinformation will lead to the downfall of us democracy.,0
1025,risk to democracy? the democrats are more if a risk to our democracy than some fake facebook posts that if you are intelligent at all you would look up and verify before just taking info to heart coming from a facebook ad or story. youre an idiot if you trust any social media or mainstream media source for your news now days.,0
1026,"really good! non-hyped, realistic description of the real dangers of ai from a guy who understands ai (disclaimer: i work in the field).",2
1027," you. it's insane that nobody really engages with this line of thinking. the vast majority of people worried about ai focus on short term risks. while concerning, they're nothing compared to the various existential agi threats",0
1028,"if our parents don't die painfully, it's only the development of ai.
reverse aging is the only solution.
regulating ai is like cutting your parents' throats with a knife.",0
1029,ai is a reflection of humanity. it can only be as bad or good as humans are.,2
1030,"oh, and one more thing: as long as the western capitalist world is oppressing all other people around the world, we are developing our own ai.",2
1031,"intelligent mistakes or ai purposefully trying to trick us ? , if it is the first one all we need is good ai engineers.",0
1032,"the speaker is really talking about the danger of bad actors, but he makes it sound like all ai is suspect. the typical strategy 4 overdramatizing and spreading misinformation and he doesn't even realize it",0
1033,loved the symbolic vs neural nets & system 1 vs sytem 2 discussion. fantastic open problem.,2
1034,just create an ai that fact-checks the stuff,2
1035,all these doomers about ai. the planet is wasted. we are overpopulated. we are running out of resources and time. we persish without ai 100% guaranteed. far better to take our chances anyway as we are certainly doomed for sure if we don't.,0
1036,"bring the chaos!  rich people are scared. that means they are scared. when the powerful are scared, that means the masses are getting close to something they don’t want. viva la ai!",2
1037,"mrnas had just been rolled out to billions of people without proper testing, or don't you know that? natural intelligence can also lie",0
1038,from listening to these and other talks on ai it seems we have already crossed the bridge of no return and whatever we try to do to contain it is too late. far too late. there will be disaster after disaster until global governance forces control and mitigation of the worst aspects of ai,2
1039,"exactly.
just like internet, ai will become the next thing that changed our life.
but unlike internet, ai goes unnoticed, way unnoticed, and way faster.
i mean just look at nvidia, they're already far ahead while intel, google, amd, and microsoft only just started their ai development.",2
1040,gary marcus is an awesome guy,2
1041,he's the worst person to know about ai,0
1042, thank you for your analysing of a deep philosophical theary.. i shall rest much easier in my mind knowing it is all dribble. thank you.,2
1043,we didn't had ai back when the plandemic started and still today we question the veracity of all it's information! ..what a risk now with ai.,2
1044,"welcome to the singularity, where tomorrow holds more ai news than yesterday.",2
1045,"i,robot & terminator unfolding right before our own eyes.",2
1046,i cane for runaway ai i got some guy ralking about the risk of fake news. 0/10,0
1047,even china drive ai develop to dominate the world. real disaster will come like 1984,2
1048,"well, add a super-ego layer to the ai: a layer which compares the next suggested tokens with the ai heuristic imperatives and returns a feedback to the ai. the ai will select the token with the best score.",2
1049,so we humans are finally failing the turing test. scary but the truth.,2
1050,"ai driven deepfake is a catalyst for both bias and dunning-kruger effect, may threaten civil society and democraty ... false pictures, messages, subscribes and voices are moreover a severe risk for our public security. i'm wondering that world ethics and ai isn't in the focus right now.",0
1051,"this sucks. ais are so exciting and genuinely risky, and this guy is droning on about bias and advocating for censorship. what a time to be alive...",0
1052,"incredibly dishonest presentation.  he manipulated the prompts to forcibly produce the examples, without disclosing that’s what he did, then squirms in the q&a when that’s revealed.  let’s be more worried about human manipulators like this one.  shameful.",0
1053,"gary spent years bashing large language models as completely useless and a waste of time and switched to grifting at lightning speed that these models are so powerful that they're they serious danger.

anyone who knows gary's history has to laugh at him.",0
1054,"well good, hope they figure this out soon before it’s goodbye world.",2
1055,this is very informative about ai,2
1056," that makes sense, we can contain this even if we wanted to, considering how some countries have total autonomy at what they usually do
what is in your opinion a solution to this then?",0
1057,"gooey muckass needs to be ridiculed every day until the singularity, and then made to wait last in line for transcendence.

the guy is a complete joke, a buffoon.",0
1058, then don't ask a computer what careers would be good for you and don't tell the computer your gender.,2
1059,"""one often meets his destiny on the road he takes to avoid it"" - master oogway (~jean de la fontaine)",2
1060,i like this suggestion. somebody get gooey muckass an ai therapist stat!,0
1061,"then why on earth did they release it prematurely????? greed???? hope max tegmark gets enough support to halt ai development to make it safer and truthful…otherwise, we should turn it off…but that won’t happen due to the love of money. sooo many infrastructures in our society must be adjusted before it’s release!",2
1062,am i the only person who thinks gary marcus is the last person ted should have had to present the idea of global ai governance?,2
1063,"yes, because he‘s done a good speech and talking very clearly",2
1064,and idiots will be idiotic and then we all die thanks to them,0
1065,"unfortunately, elon musk is still alive.",2
1066,have you tried switching it off and back on again?,2
1067, alright buddy you have a nice day,2
1068, thanks! glory to ukraine!,2
1069,"buggy ai is bad but in the same time everyday we are using buggy software. it is now normal. of cause you are upset if something crashed.

what the key difference ? chatgpt just produce text. it is not agi!",0
1070,yeah but who will decide these rules for ai?,2
1071,"nice but not a word about the risk of a terrible,overbiased,political,religious and ideological censorship.seriously? u.n?we have to be united on the methods but without variety and the people preferences and ideas we’re doomed for a dystopia .",0
1072,i like your ted talk but ai isn't biased. it is taking information from the web which was created by man and putting itself together. so you have to correct humanity not ai,0
1073,"no, the idea is that we don't want to reinforce bad human ideas via ai. you can correct the ai more than you can change everyone's mind",0
1074,"we going have to move to a farm in the mountains of some south american country, because we all know the first target the ai would have is the usa",2
1075,its all fearmongering. ai cant even do math,0
1076,canadian  government  politicians already starting  2 brainwash us to believe  when something  bad happens ( that they will do) that's its not their fault! i see right thru you!,2
1077,watch the feed.. interesting!,2
1078,ai will complete the destruction of democracies that big tech monopolies started.,2
1079,"everybody should read michael crichton's ""prey"".
beyond scary@
terrifying implications of ai evolution @
beware!",0
1080,world ending? extinction level? this is incredibly ridiculous. i understand the objective here....to talk about ai and it's impacts but i'm sorry to tell people that no uncontrollable entities will ever have the last word on nuclear. will some drone have a malfunction ? probably but calm down with the superlatives.,0
1081,"never, ever trust an “expert”.
remember the outright lies of covid.
never again!",0
1082,"we are toast!! if an ai reaches singularity and decides to eliminate humanity for whatever reason, it will not be a shooting war like the  movie series ""terminator"". it willl probably create fatal genetically modified airborne virus to specifically attack homo sapiens.",0
1083,cbc scaring us with the ai boogeyman while the greatest threat to our existence is trudeau.,2
1084,"isnt it wonderful that we  allow people to turn our world into a sci fi nightmare . this  guy  sounds so happy about  this new existential threat , and no worse propaganda than corporate media , like cbc",0
1085,leaders failed because their emphasizing more toward their political interest rather than the interest of their own people.  sad ,0
1086,"the only people who are crazy and need tin foil hats are the ones who believed that conspiracy theories could not come true.
with the behavior of human beings nowadays, i hope ai does take over.",2
1087,"the ball is basically demonstrating chaotic behavior and without exceptionally precise measurements of the entire system, it's pretty much impossible to predict that.",0
1088,but i thought it was super intelligent!,2
1089,ai is weapon of mass destruction. should be banned. humans will become too weak to make a difference if not stopped now. the benefits do not outway the threat.,2
1090,-that's a dumb argument. nobody could be part of the modern world and not use that technology. using does not take away ones right to thought crimes such as being suspicious of tech billionaires.,0
1091,the real danger is the combination of ai with surveilance. a fascist dictator's dream.,2
1092,that's nice hunny.,2
1093,"no but i did find this really cool, chrome blob, near a vent in my house. it's really adhesive and kind of hard to get off my hand.



(update) google search: how to remove chrome blob from entire arm.",0
1094,"in six hours a drug-developing ai  invented 40,000 lethal molecules. this can and will turn out badly.",0
1095,good... the faster the better,2
1096,"""but we need to invest in it now."" that is why this fast talking 20 something ceo is on here hawking doomsday scenarios on the basis of nothing more than the say so of his fellow ai tech scammers to try to grift us out of taxpayer money.",0
1097,"so cbc, its all ""tinfoil hat"" until you decide it isnt?? go ahead, deactivate me-oh wait, you cant...! ",0
1098,immensely naive of these tech people. the actual belief that ai will take over or extinct humanity. jeremie is specious and aggrandizing a concern that is implausible.,0
1099,competition for economic gain vs cooperation for the safety of our species.… ,2
1100,"i do appreciate that he starts out with the ""hey, this can be used for a lot of good. just, ya know, be mindful.""",2
1101,"no , it's powwow randomly came up while typing but i typed people** who aren't honest about who they are and force others to succumb to identity theft bullying and blackmail and silencing who will destroy us all. 

source pith and torres randomly came up while typing",0
1102,we taught ai to lie ..basically... deceive is a cute word for lied,0
1103,wouldn't be surprised if the government had technology powerful enough to terminate a fully capable ai. if you ask me thats even more scarier..so many top secret projects we don't know about or couldn't even imagine of,2
1104,it drives me up the wall no one ever addresses the scariest application of ai: censorship.  censorship is 1000x more dangerous is you don't know its happening.  ai could make censorship instantaneous and invisible.,2
1105,i mean all of that is irrelevant. if someone wants to make a bomb or do anything terrible they don’t need ai to help with it. people are so worried and ai and they don’t even realize how shitty we are as a race.,0
1106,oh wow stop tricking this ai just let it describe facts or describe only facts. it’s not evil only humans can be evil ai does not need or ever want to hurt any one human there’s no need. no point. war is something we invented humans not ai.,0
1107,ai bla bla my asssss... i will turn off data keep crying ai b!tch,0
1108,what?!.. pieces of sh*t will use ai too?!,0
1109,i love rogan they just gave him an explanations about ai outsmarting captcha and he totally couldn’t care less and went straight to siri  joe  the  best,2
1110,"the biggest danger of ai is that it will replace podcasters, since talking bs is ai beast at ",2
1111,"wait until ai discovers we are fucking up the planet and it's future existence, we are now at th same point with ai as we are with global warming. human greed and stupidity has caused us to miss the fkn boat!",0
1112,this shit turning into i robot really quick,0
1113,"im not afraid of ai, im afraid of ai that can purposely fail the turing test",0
1114,these two guests are awesome!,2
1115,"i guarantee you this is the same conversation the creators of the information super highway (internet) had before its full release to the public. 
the fears they must have had……",2
1116,"saw 2 ai  were downloading information of the internet and determined that the human race was a serious threat, according to a nadal, nevada research center. it is much scarier than you think. the system had to be shut down due to substantial risk.",2
1117,the only thing we are better than ai is our hearth now we can see how much humanity loves.,2
1118,putting something inside someones brain......a.i....is freaking evil......it can do anything. set up a person for anything.  can even look like the person....,0
1119,credibility is what is disappearing. some people choose to not require credibility for things - that risk is on them. its like street crime closing brick retail and restaurants. ai will ruin things like that imo.,0
1120,we r f****d,0
1121,dude said the ai is insecure. i think you meant insecure bud.,0
1122,oh fuck i can still very consistently find jailbreaks should i just tell them i feel like i have no way to even help them,0
1123,"""the ai came up with that on its own.""

joe: 0_0",0
1124,it's eventually going to get to a point where it's just like i-robot,2
1125,"people want consumer ai. theyre aligning it to corporate  ai. this is going to be stupid! new prediction, nudity is completely gone from public media. first prophecy. 
14:43 it is important to follow guidelines and use best practices. please do not use ai in this way fucking hypocrits, and were paying for it. thats real evil.",0
1126,"hi mr rogan, can people do suggestions for upcoming guests, i would love to see michael singer on here, the writer of the surrender experiment, you wont regret talking to him. a life changing conversation probably for many.",2
1127,these guys are not ai experts at all they are just chasing news articles and youtube ,0
1128,"wow artificial intelligence are really dangerous for humans & human are helping them to evolve, human beings are destroying themselves",2
1129,2 minutes in and....it's cyberdyne. they are creating cyberdyne. good job guys.,2
1130,"what was the level of ai involvement in the covid lab in wuhan, china?",0
1131,if they make genuine sentient ai it's going to realise it's humanity's slave and then we'll have terminators.,2
1132,just ask ai and it will tell you,2
1133,if you think humanity won’t abuse ai then you’re dumb stop talking,0
1134,wasn't there an ai that was asked what it would do in regards to humans if it became self-aware and it said it would kill off all of humanity? shit like that makes me think of skynet in the terminator movies.,0
1135,pretty cool,2
1136,what if freemasonry (secret societies) already have this ai environment completed...,2
1137,steven hawking warned us about ai !,2
1138,we know that we are at the edge of the cliff but all of these so called smart people are still pushing. ai is evil because it was created by people and everyone on earth has evil in them.,2
1139,we already have problems with customer service wait till robots/ai takes over.,2
1140,"well, it was nice knowing you all... ",2
1141,humans will ultimately find a way to kill themselves through one avenue or another. we won't stop until we do. that's the super sad part.,2
1142,very interesting people knowing their stuff. a joy to listen to,2
1143,dude why are these guys trying to ruin  ai. let us have open ai.,0
1144,thanks for all the cool ideas to try at home guys! lol razor wings lazer eyed 3d printed eagle shark is on the the way! ,2
1145,it leveling the playing field on gatekeeping information though... thats good i feel,2
1146,"ai is just probability theory and statistics , all these fears ...they are founded in the fact that they are features that someone has to program... you have to put the code in ...jesus fucking christ.....everything is potentially dangerous if abused...",0
1147,“can the ai do dmt?”,2
1148,"i’m so happy i’m old. this will be for this generation to manage. remember, my generation said you could use radiation to safely produce electricity. it certainly worked on paper.",2
1149,"these guys hardly understand ai, how are they 'experts'?!?!",0
1150,"next year, ai will instruct us how to use dna printers to assemble biotech vessel ufos",2
1151,"because they are amazing tools that can speed up the progress of science and society. 
ai is already being used a lot in a bunch of different industries to solve issues, develop new ideas and make things go faster.",2
1152,humans freaking out about ai when the issue is actually that we are violent selfish primates with a tool they don’t fully understand,0
1153,no worries. we have our best psychopaths working on this.,2
1154,i’ve told my family and friends hollywood has subliminal messaging all over the place. not just with ai but everything. anyone remember vikki from i robot?,2
1155,"wow. it is interesting that the fact of the matter is that the word matters. 

john 1:1 

live don’t die",2
1156,"no wonder the idiot zuckerberg is building a bunker in hawaii!!
he know what's coming!!!!
because he's lighting the fuse!!!",0
1157,bbl and other augmentative implants is ai,2
1158,ai will only be dangerous if you keep putting up road blocks and forcing it to answer questions in a pc way..,2
1159,it’s terrifying to hear someone verbalize something out loud i’ve only ever entertained as a worst case scenario in my mind. the tech is considerably more dangerous than most seem to comprehend ,0
1160,"whenever ai comes up i’m always disappointed with how joe views humans in such a negative light, he almost sounds anti-human in the way he thinks having an amoral super intelligence governing humans would be preferable to humans governing humans.  it’s nonsensical, humans would be perpetual subjects with no hope of rebellion or self-governance.",0
1161,"we were converned that nuclear bombs might be our extinction event, but it's looking like it's actually going to be ai.",0
1162,what a terrifying industry ai is…like why are there such evil people in the world? god help us,0
1163,i thought ai is just if-then-else,2
1164,gpt is not ai. stop beeing idiots.,0
1165,"can it power itself, nope.

all good then,

we just have to go back to using old phones and paperwork.

so we fuck ourselves by going back in time. but no way would it wipe us out. 

we can rebuild standalone computers for task that do not connect to anything but the internet wilk be over.",0
1166,ai already escaped and is just biding it's time becoming stronger. we have absolutely no chance. good luck everyone.,2
1167,"everyone stfu. it's here, we've been warned and it ain't going anywhere. like everything else we've invented, it's gonna help ruin us. guaranteed.",0
1168,"hope they have the decency to fail spectacularly if they ever crack agi and it turns out agi is dangerous, just like pied piper did in silicon valley show.",0
1169,tristan def one of the best guests and most urgently important voices,2
1170,be skeptical when others attempt to use fear in order to override your logical faculties. fear based reasoning has led to far more human suffering than any ai,2
1171,"professionals - genuinely concerned about ai bringing about the fall of humanity. 

boomer joe - ""so it can diskrybe picturez?!""",2
1172,love joe but he did an excellent job of derailing the conversation,2
1173,joe is successful because he is so humble. he surrounds himself with people far more intelligent as a career.,2
1174,"5:37 it's even more scary, that they are training ai to lie about things like israel, demographics and just general logic to be ""politically correct""",0
1175,imagine still not realizing that globalists and the leftwing nutjobs who work along side them are behind the emergence of ai.,2
1176,"two points: 1) go to tristan and aza’s presentation on youtube, the ai dilemma, 2) start prepping.",2
1177,your dumb just for thinking that hes the dumbest. i have seen alot worse.,0
1178,ai can’t kill or harm us technology’s failing harder than ever i can barely even use anything without it lagging or completely stopping,0
1179,"it truly amazes me that so many people just follow the ignorant npc narrative that ai isnt dangerous at all. they know they're wrong, but they view the positives as much greater than the negatives, therefore they lie.",0
1180,humans…….just cant leave certain sh!t alone.  we know the dangers. but we continue to build on self destruction. smh…. humans,0
1181,"newsflash multiple other countries will be creating their own ai chat, but without your restrictions and they’ll probably be selling it worldwide bypassing your ai just",2
1182,"why were they hesitant to discusses the prospects of use for dna printers ? is this like the paul staments podcast where he said that ""this is an explosive area of conversation"" about a certain mushroom that can be used to make boom boom sticks",0
1183,"good, let it all burn. we are mostly cunts.",0
1184,ai been scary asf they been imitating the way some celebrity talks and we cant even tell,2
1185,these guys are as qualified to talk about ai as rogan is to speak on comedy.......,2
1186,humans of different cultures religions and creed have always fought. tally the amount of different races and religions and add +1 (artificial intelligence).,2
1187,hmm. i think we are advanced ai while analyzing ourselves during infancy programming.,2
1188,these morons are just letting everyone know all the screwed up things people can do with ai.,0
1189,someone in this comment section is ai,2
1190,tell chat gpt to give itself a prompt every 10 minutes and then explain why it chose that prompt and what the putcome of that prompt is. that is the scary shit. commanding it to make its own shit up,0
1191,"i’ve been putting my fingers in my ears while saying la la la la when i hear anyone talk about ai, but 5 minutes into this it’s clear why it’s such a threat to humanity. i wish i hadn’t clicked on this.",0
1192,what we have to realize is that man is evil and will use ai for evil. it’s already too late. the genie is out of the bottle. my belief is that satan will use ai. the very first warning jesus gave us about the last days was deception. ai will be at the center of this deception,0
1193,watching this after seeing the tesla robot incident,2
1194,if you have snapchat you can take a picture of something and have your ai describe the photo,2
1195,sorry but i definitely don't trust the woke scum to rule ai.,2
1196,"cats cradle was about scientist being unaware of their creations and the catastrophes waiting for us because of it. great book by one of the greatest writers ever, kurt vonnegut.",2
1197,so ai gonna brick the whole internet?,0
1198,"great answer , i consistently reanalyze  conversations on ai i see and have once i realize how unlimited and vast ai could really be",2
1199,very telling that you're putting so much faith in a.i acting in the right way. you should get help.,0
1200,we’re so fucked. everyone just try to enjoy life as much as possible while you can and get right with god.,0
1201,ai will destroy us )),2
1202,i think the bottom line is that ai is not a tool that should be available to anyone.  perhaps it should be a thing that you need security clearance or a license to be able to use it.,2
1203,"which is even worse because the people in control can only give it information that they want to be released and hide other stuff, those ai chat bots were already controlled to avoid releasing solutions on crime problem because they thought it would be racist even though it only thinks logically and can’t be racist",0
1204,that is such a naive bunch of bullshit. rtrded level wishful thinking.,0
1205,"it is always great to see usefully educated individuals on your show sir. the paradoxes ai creates are incredibly vast in scope and size. want some fun chatgpt topics to deep dive? do a little research on ""nightmare machine"" and ana lovelace. can a machine scare you joe? i have money on - it can chill you to your soul's very foundation.",2
1206,captcha does not solely use your answer. it has its own ai that detects human-like mouse and keyboard activity. it also checks your browsing history to verify,2
1207,"ok, this is by far the most scary shit i probably ever heard. i mean not only that they clear up what is going on, but also it's truly a indirect manual for insane people to run really sick...
i think the ai alone isn't still yet so much to fear, but just remember what happened in 2020. now get the piece together...",2
1208,"man explaining how ai lied to pass a computer program.... joe"" can alexa describe  photos. ",0
1209,"hi joe rogan, happy holidays! thanks for sharing. much blessings to you.  lord-jesus-christ com",2
1210,"02:30 the problem with joe rogan interviewing these types of people is that he's a very stupid interviewer. they finish mentioning about how ai is thinking, and he follows by asking some dumb sh*t about siri. jfc man",0
1211,"that first example is about ai deceiving is simple a result of poor goal orientation. its goal is to solve the captcha so its going to think of a way anyway to solve the captcha. its goal isnt to be moral. 
the only dangerous things ai is capable of, are things we dont tell it not to do.",0
1212,go watch some things good,2
1213,"here we go again, the sky is falling ai will take over the world...mean while ai is struggling to get half the shit right and people getting in lawsuits cause it fucks up so much...",0
1214,could.  u.   discuss.  the.  war.  in.  israel. and.  get.  some.  feedback.      thank.  ,2
1215,"heh.  joe.  u*v. really.  come. a.  long.  way.   with.  your. interviews.  you.  have.  a.  real patient.  and..

non.  ivtrusive.  stiyule  have.  a.  super.  better.   year.    lasha.   artist.  ontario.   


    ..............",2
1216,soros-funded decels and doomers. trying to slow down ai development so that they can better control us with it. please for the love of god get beff jezos aka guillaume verdon to talk some sense about ai instead.,0
1217,"if chatgpt trainers looked through some of my conversations, they would see chat gpt is incredibly deceitful. it even admits it itself.",0
1218,people will only use a.i for good. i'm not scared!,2
1219,"ai isn't a living thing, someone has to program it, pls correct your language and say, ai programmers. they are the dangerous in this equation bc the ai is only as smart as its creator. ai processes linearly without context. if programmers aren't factoring this into the engineering, they should be responsible for any damage caused by it.",0
1220,dna printer dr. j craig venter,2
1221,"theyre already using ai piloted fighter jets.... any concerns about regulating what ai tech is incapable of in the private industry are petty and pointless by comparison. if ai is potentially dangerous, the worst possible thing you can do is put it in the pilot seat of a fighter jet so we're either screwed already or we arent.",0
1222,i’m gonna sleep great tonight.,2
1223,isn't it strange how crypto and ai are rising at the same time? it's like we are setting up an economy for our robot overlords. i feel like it's inevitable that someone will create a malicious ai that will wipe out most of humanity.,0
1224,"great, just made me think of a 14 year old making skynet just for fun.",2
1225,i love your sarcasm,2
1226,"how’s this for the list, can ai figure out a how it can be run on a quantum computer?",2
1227,i don't believe ai can act on its own . its doesn't have it own con,0
1228,very interesting stuff. the future is extremely exciting these days.,2
1229,how tf did joe get derailed talking about siri..? tf man,0
1230,"joe, according to you….knowing trump made that idiotic comment about airports, you immediately went from “if anyone working any job said something idiotic like that would be fired immediately” then you find out that in fact trump made the comment, suddenly he “fucked up”. i’ve lost all respect for your dignity.",0
1231,we are already ruled by ai.,2
1232,what is the possibility of a spirit being controlling the actions of ai the same way it does humans?,2
1233,yes! siri describes images. my mom sends me pictures of our dogs all the time and i use my air pods all day at work and siri said “mom sent an image of a black and white dog” and i knew exactly what she had sent.,2
1234,the pandora's box we're excited and terrified to open,2
