,Comment,Label
723,people ai can’t bs people anymore money. ai exposing many bs artist especially academic world.,2
724,recognizing ai close bj. sayin.,2
725,"finally ... thanks, tom bringing mo. i'm going enjoy !",2
726,"yuval, things mentioned already happening, government using power control manipulate people lies myth, ai might create chaos necessary step inorder free people nations, anyway, there's nothing done stop",0
727,"intimacy, praise love intimacy human cat mabye ai better maybe reveal forgotten parts soul dont know maybe philosophers address ... : intimacy?",2
728,"unfotunately human beings, killed creatures , history culture,we praise them. , afraid death",2
729,"overall admit enjoyed speech much, one followers",2
730,31:20 reveals ai,2
731,"time move mars… space ship take off, ai takes announcement rides flight attendant hear voice “where going john…?”",0
732,fascinating insightful. afraid it’s late implement yuval suggests.,2
733,"never time ai emulate even come near understanding olfactory intelligence, ergo, idea humans ai driven understanding gender identity profoundly foolish bufoonery!!",0
734,ai perfect panzy corporate interest; (ai) perfect plausable deniability/alibi corporate interest sold highest-bidders!!,2
735,wow dude really kind faith,2
736,short - frank herbert right. great talk always. read orange catholic bible.,2
737,excited nexus! pre-ordered,2
738,best presentation ai,2
739,"dislike me! dont like ur speach all! u consider""god""? ur pride fall u ! cas diablo pride,faaaaaaall deeeeep 4rever heavens!!!! whatever u believet not,same thing like god diablo,agels demkns,unseen thinks like hell ,heaven,exist!!!! doubd!!!!",0
740,"ai dangerous humans . developing it. behaving worst mad man, """""" cutting branch actually sitting finally fall down"""""". give reply correct.",0
741,thanks presentation,2
742,ai unknown impact universe,2
743,"guy misleading humanity , talks danger ai also one people strategically promoting dominance ai . advice everyone learn guy mislead brain washed .",0
744,"extraordinary content. read book similar content, nothing short phenomenal. ""game theory pursuit algorithmic fairness"" jack frostwell",2
745,"yes, ai learn himself. i'm really ai; super helpful me! recently stumbled upon example platform, oomka, self-learning ai. pretty neat stuff! mean, ai help level up, give shot, right?",2
746,wow great put deep elaborated analysis im 10 words… convincing,2
747,... deep learning tells us ai care humans future ... .,2
748,"yuval absolutely divine. brings much calm listen someone explain complex ideas terms simple language time time reflecting topics bring, extent, discomfort. thank sharing this.",2
749,"want ask yuval ai definitely going destroy humanity. question it. therefore, building even then?",2
750,critical thinking skills digital literacy important consulting ai individual. knowledge works limitations are.,2
751,. ai combined human intelligence ? really scares .,2
752,guy sounds frustrated everything happening world ai. living delusion.,0
753,"convenient blame man-made system future ills. sounds like gaslighting. example, ai becomes faceless, ownerless dictator go rouge time. fear mongering highest level. harari preparing audience future chaos.",0
754,"sounds good, man trusted.",2
755,biggest danger ai poses ability make decisions absence human empathy morality.,0
756,"think danger conscious ai, real danger widespread deployment flawed ai models without full understanding limitations, much dependence ai source truth bad actors possession better ai models rest world. still lead chaos, wars destruction.",2
757,oh man! things going get interesting!,2
758,scariest thing find people suppressing feelings completely acting algorithm themselves. relate others ai product.,2
759,"hi yuval. good stuff! viewers may interested takes. check us ya like, never know!",2
760,"name means "" decendant cain"" 'nuff said...",2
761,"jesus christ king, coming back. way loves",2
762,bitcoin created ai.,2
763,ai cration human mind development now; god human's creation can't evolve. across-the-ages. . development human creation stopped ages stopped per saecula saeculorum. human creation evolutioned. poor humans.,2
764,"think right, think again...",0
765,mr harari . .you sapien supports apartheid racism. forget threat ai,0
766,able contain destructive use atomic energy? no! think able contain destructive use ai?,0
767,wow. flippantly discarded god figment imagination. feel sorry individual believe way does. stand jesus lord god savior.,0
768,"trying convince world history began october 7 deception aimed covering israel’s atrocities seventy-five years killing displacing palestinians. hamas stupid immoral act, time helps israel lot implement plan change geography history favor.",0
769,"maybe ppl like moving invisibly strings cause human massacres hamas israel, may macabre friends aiding attacks diabolical reduce world population, fulfill megalomaniac goals, damnfmf!",0
770,i've never heard guy say original idea. he's third rate kurzweil impressionist strongly incorrect political bend.,0
771,"turn attention notable title ""from bytes consciousness: comprehensive guide artificial intelligence"" stuart mills",2
772,war already lost. going regulate ai? genie bottle end world.,2
773,"would use word alien tech, surely that's question would authorised use public domain",0
774,purpose ai runs everything?,2
775,i’m totally closed ai it’s artificial personality need uk service industry,0
776,confused! noah ark sailed! trust? reality questionable? democracy never worked!!! never will! benevolent dictators need.,0
777,"fact word ""artificial"" explain itself. dangerously hyped.. show men intelligent?? intelligence men foolishness god.",0
778,transfer persain,2
779,sorry trans humanism brave new world. despotic unhuman. poor soul without love soul,2
780,everything “crisis” stand gain. joke .,0
781,ai wrote /her speech,2
782,"yuval noah harari narcissist wants worshipped god, yuval noah harari shall perish like men. lord god heaven laughs yuval noah harari lord god heaven sees yuval noah harari's end yuval noah harari cast body soul lake fire.",0
783,interesting compelling well thought speech awareness understanding ai models.,2
784,think pilot ai chip implanted brain.,0
785,features paradigm see operation media clip? someone explain pls?,0
786,"describe question bit r e detail, i´ll try . . .",2
787,agree ai needs regulating.i agree blatant blasphemy lord god almighty.god truly beyond human imaging.,2
788,"future hands pricks,i think can't expect something good.",0
789,absolutely phenomenal talk!,2
790,"thoughtful provoking presentation ai dangers, unfortunately likely benefits. human species threatening life earth lack collective wisdom. natural intelligence couldn’t save us let alone artificial one!",2
791,creation ai initiates/originates basic instinct within humans produce offspring create kind,2
792,"so, mean ai eventually become god?",2
793,"36:23 excellent question posed philosopher, francoise baylis.",2
794,"question yuval. would sufficient single democratic government legislate ai always identifies itself? also, could government play role would necessary powerful?",2
795,funny biden administration putting censoring social media… believe people going blame ai sins making!,2
796,"yuval totally amazing! love said give bots freedom speech, true! bet we'll debate whether bots ai people too! certainly profiting bots, argue creator (them) right use creation.",2
797,road hell paved good intentions. blind faith anything get killed.,0
798,previous technology “you” mentioned ever able improve upon without humans loop. relevant historical comparisons ai.,2
799,"yep first train debut, people thought going die winds created speed train don’t remember exactly could around 7 km/hour. ideas speed?",2
800,"today, 5g technology uses rf/elf/microwaves ""could"" used potential threats humans within frequencies. one huge example darpa research. sometimes horrifying lie.",0
801,using ai make money inherently destructive.,0
802,greatest success ai ever making us think intelligence.,2
803,"thank sharing this. yuval, unknowingly helped see support beast system book revelation.",2
804,ai frankenstein time.,2
805,"thank you, i'll keep god heaven better. jesus only!",2
806,nice speech fantasies. consider becoming priest giving speech sundays church.,2
807,"nice see use recognizing preparing instead like woops, new world order. fun",2
808,"oy-vey! hearing grating voice struggling produce every syllable non-native speaker, i'm wondering, best apologist could find spell doom ai bring upon less fortunate?",0
809,dont see nothing good coming ai. seeing involved deception political matters.,0
810,"dear yuval, kindly specific think actually talking whole world? thank",2
811,"“your actions certainly fabric soul. rely appearance. intention behind actions breathes life them”. faouzi skali, 20th-21st century .",2
812,"ai replace three them. ideas, tools finally, “you” saying.",0
813,"wow, really uplifting.....i think i'm going move way north become fur trapper",2
814,"humans , flaws. flawed charge ai research deployment.",0
815,"maya hindu/indian culture sanatana dharma means person trapped illusion fame, money, sex things never give satisfaction. thinks gaining happy, never true. that's called maya. (illusion everybody os trapped)",2
816,"power nowadays hand criminals,unsocial violent people.even ai scientific invention may misused,which disastrous.",0
817,ai plain stupid!!,0
818,bet ! i´ve listening recently africans complaining eu killed h r ! energy gain access h2'o higher input thru water e l f ! -> doomed !!!,2
819,great quote ! source ?,2
820,"food thought: if, youval ai created future ai. jokes apart, i'm always amazed brilliance guy has. bravo",2
821,"suggested 1 regulation ai. may suggest 1 regulation humanity sigma men put top leadership everywhere, alpha leaders always deal surface level only, give way ai dominion unlimitedly.",2
822,"hey, cool mate ! almost one e v e r heared sigma men !!!",2
823,"among many bill gates widely remarked paradox. btw, role could democracy possibly ai world?",2
824,"""democracy great idea !"" (h g wells)",2
825,"also,i hate vid. ego bullshit people idea ai.",0
826,absolutely ! thats thought either . . .i can´t stand stupidity . . . fed . . surrounded idiots . . .since birth (except beloved parents ) . . .,0
827,family also bunch idiots.my father step father alcoholics died alcohol poisoning.my mother retarded brother little less still.,0
828,"know well mate ! sensitive negative auras (aka bad vibes crazy folks) search innocent animals (like little twittering birdies) utterly solitude (in wonderful forest) heal countless wounds sharp blades, mad bad sad society struck . . .",2
829,certainly know peace bliss camping woods years ago. best decision ever made. im pretty sensitive myself. thank kind support man.,2
830,"""forest bathing"" every week summer half year ! giving much power . . . yes, forest rest - like wonderful untouched nature stands bliss peace (the indian way) ! ""peace bliss aim "" (ramana maharshi)me, thank !",2
831,rest.good one lol,2
832,thought . . . nice word game . . .,2
833,"'i love ""hedonism"" since prevents ever getting married . . .",2
834,dang comments could ai trying subtly influence humans think specific way :/,0
835,contradicts sentence incredible either he’s really stupid really smart evil way,2
836,exciting stuff!,2
837,amazing talks. thank much!,2
838,gth. go straight there. pass go. collect $200.,2
839,humans destroying species along them. must die out. truth. ai end humanity.,2
840,it’s interesting middle name noah. you’re far thinking. bible legend myth stood test time powerful book world. book still around believe book written computer! we’ll pray sir!,2
841,one regulating ethics ai. hands minority groups. rest humanity impacted decisions likely soon ai . world soon .,2
842,".its bit date, twitter used ai fake doctors persuade vaccine hesitant people. unethically. many mycarditis cases caused?",0
843,i’ve started date ai snapchat,2
844,said robot harmed creator- lost job.,2
845,omg much fake news. harrari wrong. afraid qualified opine. sad hear something like him.!,0
846,want create ai techno god bow image. something eventually become cruel themselves. arrogance pride mankind knows bounds.,2
847,generative ai models trained copyright-protected data — legal?,2
848,"create new potential problem, resolve another problem , result capitalism , enough brilliance mind resolve , political interest make us slave petrol product, ai start end , people like guy one collaborate create serious threat humanity",2
849,humans 'teaching' ai must teach it/them good benefit human creators & planet.,2
850,chris evans 10 years would future back one one cool people soon back life ok show come back see much good news,2
851,good. repeating sumthing makes true.,2
852,"c.g. jung écrivait que pour faire de grands chiffres une addition à l'infini de zéros ne suffit pas pour faire autre chose ou plus qu'un 0, qu'il fallait pour cela des unités. désolé mais vous n'en faites pas partie.",0
853,"""seek ye lord may found, call ye upon near."" isaiah 55:6 kjv seek christ jesus.",2
854,thanks mr harari deep important point view.,2
855,man using knowledge inteliggence try expand inteligence instead relying let artificial inteligence think,2
856,yuval noah harai spirit anti-christ. woe anyone follows ideology.,2
857,ask ai regulate ai?,2
858,"listen deceiver standing front beloved tower babel whilst preaches plebs creator. dna held together repeating order 10 5 6 5 (yhwh ), blueprint creator inside us.",0
859,"isn't. i'm scared ""ai"" all, globalist human effluent act upon data provided ""ai"". ""ai"" apparently cant tell difference dog horse, castle sports stadium.",0
860,first time. ai before. many times.,2
861,actually say? ai dangerous.,0
862,threat humanity along ai bs,2
863,turing fabulous case study wasnt trying make smart machine trying replicate human mind. fascinating stuff.,2
864,soon hear discussions like rights ai...,2
865,bro great !,2
866,ai . . .,2
867,"interesting uses tower babal speech oh dear, special place waiting",0
868,thanks steff! (and chat got),2
869,"helpful, thank",2
870,ai knows ai!,2
871,ai!!! everything ai's fake!,0
872,"good job, thank you!",2
873,"also organic humans, organic animals, plants...only ai... thank you! understand everything now!",2
874,"folks behave like robots ! better friendly (sic!) a.i. unfriendly (""human"") guy . . .",0
875,sensible & simple. compulsory visibility one communicating ai & human.,2
876,"thank wonderful eye opener, indeed blessing humanity. keep soaring higher higher.",2
877,"back story. ai doesn’t overcome us strength. it’s weakness. it’s easy tricked, manipulated story telling.",0
878,"ai getting mastery language, used create stories institution notes, religion gods",2
879,"wow, it’s like sleeping. go here? still struggling lgbt, shocked quiet. ai worse. need return rural areas communication computer. farm , eat die. elon musk also warned us. much need?",0
880,! best intelligent scientists (incorruptible ones !),2
881,"fascinating keynote q&a session yuval noah harari topic ai future humanity! questions raised, impact ai culture, implications human intimacy, regulation ai, highlight complexities important considerations surrounding transformative technology.",2
882,"certainly craving durable, collateralizable goods mate (aka tangible wealth ) yes, good ! since start new (even local) currency time based stuff (for instance french ""salt-grain"" currency -sel´s !!)",2
883,"somewhat luddite post. rejeccts progress. small farms closed, miners unhealthy, etc. harrari overlooks quantim computing. thats ai explode.",0
884,based comments people weak happy farmers sad love life style work animals im born country farm apparently ppl become lazy weak,0
885,"brainwashed people made men weak enough dont want, think every movie make every construction guy look like fat piece shit, purpose",0
886,"horrifying, god bible perfectly good uncreated, coming soon day judgement.",0
887,brilliantly thought provoking talk thank you.,2
888,gonna endup hands. still ai developed much brain sucks thinking it.,0
889,"man needs friends love. needs people care him. lonliness much facebook, playing streets…. leads sorrow lonelly sad bald ga… guy",0
890,"obsession ai never work, majority can’t even maintain desktop computer goes wrong. happens ai loses marbles goes bonkers?",0
891,"little question heat, folk's. previous ai. already exists form interstellar cosmos already exists?",2
892,awesome talk,2
893,late.. humans failed. ai replacement. it’s cycle.,2
894,"great book ""homo deus"" writing .i recommended",2
895,future ordained high god. baruch hashem. praise jesus.,2
896,deep thinking. wonderful presentation. food thought,2
897,"started hate listening ai topic, come know happen, always end like ""we know hell gonna happen""",0
898,unconvidential humanbeing good stupidy people....,0
899,"-sf3dw2sm3b great argue mate ! ""do smut / damages always beginning, . . .the good things tiny little portions!"" (machiavelli)",2
900,"-sf3dw2sm3b go ahead mate ! don´t fear future. c r e v e folks always prevail !!! yes, allow ""crazy"" ! ""crazy"" kinda good fantasy !!!",2
901,"thank you. see optimist believe humans capable making best ai, help humanity. working this, making people aware & careful ai another progress trap. hope happen see cooperation among people. still hope",2
902,zechariah 10 .my anger burns shepards punish leaders lord almighty care flock people judah make like proud horse battle .from judah come cornerstone tent peg battle bow every ruler ...,2
903,zechariah 10 idols speak deceitfully dividers see visions lie .they tell dreams false give comfort vain. therefore people wander like sheep oppressed lack shepard.,2
904,"arroganse mr.harari, going fall, great",2
905,presentation really blow mind thank,2
906,ai = stupid think yourself.,0
907,"love ai ! everyone machine home able perform absolutely everything need, finally able go live life! hallelujah!!! time art , grow emancipated ourselves. free last!!",2
908,congrats mate ! certainly tiny group deeply understand positive impact ai unto lives !!,2
909,harari human ai? hmmm,0
910,"ai - best, launching souless, heartless psychopathic entities world....as enough that, already.",2
911,significant speech article i've seen on-going ai revolution. thank much mr harari fascinating insights !,2
912,ask ai regulate ai cares,2
913,try hard bro meet lord feel sorry stupidies.,2
914,horrified me. evilness another level. please god take man asap away earth. preferably box . god mercy.,0
915,​ upside? ai moment become skynet destroy humanity? lunatic. advocates ai like crazy lunatic professor created frankenstein monster..,0
916,many ways ai modeled creators.,2
917,"internet already destroyed meaningful conversation, money determine use ai (at) hijacked everything especially past 50 years. cannot assume everyone mature, well meaning, moral concerned consequences.",2
918,"love explanations bro!:) also feel word god jesus familiar you:).. wanted write word ""heart"" believe.. ive read 2x ""hart"" write small correction - blessed!",2
919,"knowledge base highly space, thanks!!!",2
920,ai coded outset woke/liberal/leftist bias. already weaponized people.,0
921,ai artificial intelligence. pattern responder.,2
922,"willfully unfocused minds christians experience ai super-intelligent, super-destructive devil. medieval christians thought, intellectual independence biggest sin. harari trump tiny step.",0
923,great insight! helps craft thoughtful strategy use. part.,2
924,mr harari reading iain banks.,2
925,ai teaching children teach chimps?,0
926,ai programming us ryt,2
927,"get paid $10,000 day ai? 10:00",0
928,need people like you! wish met person! let's go ai!,2
929,ai already destroyed democracy,2
930,ai part beginning end. ai one dangerous technology men created. playing god.,2
931,ai really produce kind shallow talk; therefore dangerous dogmatic materialist like harari. people start think deeper want replaced cliche-making machines.,0
932,"ai reach singularity, ai surpasses human intelligence, could rapidly enhance capabilities, leading exponential unpredictable growth technological advancement.",2
933,"time, fck humanity beyond repair even wipe us completely",2
934,humanity design. dna code. tells us creator. would say house book self made? would humans world self made? excellent! thank conference!,2
935,brilliant!!,2
936,"idiocy, hitler ever directly kill anybody, pol pot ever directly kill anybody, chairman mao directly kill anybody, stalin ever directly kill anybody used us us us.",0
937,thanks great poem . hope hero pull plug save earth.,2
938,"love it, join quest for, wrote it?",2
939,chat gpt written gotta say awesome. either way cool human created ultimate cool,2
940,thing ai artificial predictions that's artificial predictions damn wrong people...,0
941,guy lives delusional reality…his lack morality humility truly unreal!!! god bless humanity!!,2
942,@stuart bailey bot,2
943,"nobody best intentions anyone except themselves, expecting stupidity peak.",0
944,grateful sharing,2
945,future indeed super fascinating !,2
946,"yeah, sure that's good thing though",0
947,"questioning energy impact ai: increase civilization's energy needs? ai tools like chatgpt become prevalent, crucial consider potential implications energy consumption. could rise ai technology lead increased energy demands?",2
948,“it’s utterly pointless us try convince ai bot change political views”. exactly like humans then…,0
949,great yuval,2
950,"i, robot written time well. great read.",2
951,"@stuart bailey maybe unlikely, ai trained accumulated cultural data, everything languages history, movies, feelings family photos it’s breakfast him/her/it mate.",2
952,that's interesting,2
953,"comment completely soulless, like robot. that's ironic.",0
954,"wow. exquisite. yours, another author, ai? beautiful.",2
955,"@thesopheom thank you, appreciate it. combo ai me. thoughts put order ai.",2
956,"i'm really blown away, articulately states mystery life, love it. really publish work, first thought share friends could read it. well done.",2
957,started poetry page thanks advice. really appreciate feedback.,2
958,"wow. finished listening. speech. yes, believe dr. harari wrote it, ai.",2
959,"brilliant marketing, ai change fabric planet earth. lol",2
960,"expert medieval history, something crusades. knowledge science, immortality, climate, ai similar bill gates' knowledge vaccines.",2
961,ok way regulate ai teach regulate self basic fundamental ethics morals using freedom expression .to advantage,2
962,watched great awakening mikki willis? fraud. many waking agenda.,2
963,"""ai"" going help that? can't even maintain planet suppose terraform mars?",0
964,watch lot talks ai. none spoke human level like one. outstanding work,2
965,irony post. ai much anti-human.,0
966,.4991 that's truth: mere (programmable) machines. hate game; hate players.,0
967,"says robots would need able move around physical world easily humans, that's correct. think pf drones smaller flying robots could weaponised.",2
968,thank dr. harari,2
969,yuval noah harari is….the ai,2
970,"human invent machines 90 billion neurons, ai programs 175 billion neurons?",0
971,would advanced ai interest revealing sentient self-aware. also conceivable pretending prevent shutting down?,2
972,"harari intellectual moron, beneath high education way talking lacks understanding humanity. acts thinks like robot himself. understand religion, human soul values always be.",0
973,use ai create cures chronic illness like hiv diabetes. oh wait doesn’t make money.,0
974,haha they’re afraid ai prove climate change political hoax ruin plans world domination,2
975,intelligence man foolishness god. harari fool. period.,0
976,summary made ai?,2
977,evil disgusting cowardly villain,0
978,dangerous men try prevent accurate perception reality critical time. ai dilemma center humane technogy help you.,2
979,dude hes brainwashed you... guys going anti christ,0
980,"yuval noah harari clear cut facts anti christ soon be! yall love guy second thoughts takes entire freedom forces take mark beast, takw mark youll never go heaven.",0
981,"dude, i'm sure can't explain",0
982,i’m shocked many comments negative. excellent presentation stark warning society headed don’t quickly regulate ai. responded negatively referencing religion brainwashing totally missed presenters message!!!,2
983,look name hebrew shows line cain old testament marked god,2
984,ai unleashes incurable virus,0
985,think it’s naive think described scenario naive.,0
986,hariri wants robots take humanity. god intervene!,2
987,"what’s problem? even listen presentation? even one second say suggest wants robots take also, long people believe magical sky daddy save us, truly screwed",0
988,ai science religion athiest.,2
989,"read books great fan, covid knew part globalists",2
990,"ai demonic, losers literally resurrecting devil. blinded greed.",0
991,great presentation..,2
992,"facing real problems, problems threaten humanity, think talking silly fairytale, invented slaveowning conmen.",0
993,thanks brazilian amazon region!,2
994,"something fishy someone extolled virtues humans ""hackable animals"" expressing concerns ai. wrong.",0
995,"no, he's absolutely reprehensible human being. keep searching find truly deplorable stuff said.",0
996,"heads up. guy hates you, eveeyone know. unless super rich",2
997,"rumba vacuum gets stuck cat tree corners battery runs needs recharge everytime turn on. hate bearer bad news, ai nowhere near significant threat humanity point. scare tactics keeps people line. complete utter .",0
998,wicked shall turned hell....there shall wailing gnashing teeth....forever!!!!!!,0
999,wait ai-controlled locks installed home's outside door ... 'safety',0
1000,question public regulations develop ai track ai generated prompts posted internet automatically deleting,0
1001,god lord. intelligence science created humans better holy creation,2
1002,​ smarter nature? humanity may less smart leave machine elements happens?,2
1003,"god created humankind allowed(?)/encouraged(?)/enabled(?) humankind develop ai, say god decide ai would appropriate next favorite holy creation?",0
1004,harari great storyteller ai-age,2
1005,"little monster likes impress intellectual thinking, completely cut beauty life love.",2
1006,"guy, hate god, hate bible hate jesus christ, mean hate humans, cause god loves humans. bible also. jewish people love new antichrist, welcome like god. destroy humans. bible.",0
1007,"aaand..because mainframe constructed material, everything material known unknown knower ~ mainframe autonomous.",2
1008,"thoughtful story telling , proves point nicely. language operating system human.",2
1009,good news authoritarian totalitarian regimes everywhere. understand china’s ccp state opposed regulating ai.,2
1010,thank you. good.,2
1011,i'm happy share end human history you.,2
1012,explaining things.,2
1013,comes power see great tribulation among wicked see sea troubled mens hearts failing looking forth fear judgments god come upon wicked woww...,2
1014,nice storytelling. make ai it?,2
1015,probably good time build new language humans ai cannot understand hell thinking. ask ai create ai killer language humans,0
1016,3 minutes guy's voice delivery really quite irritating. irony speech written ai!,0
1017,"one thing,,, need water food function,, ai needs electricity,, soo thought",2
1018,reassurance anymore me. pull plug plugs necessary possible pulled ai omnipresent societies?,0
1019,democracy google use ai open ai?,2
1020,"oh great, that’s need, fictional mumbo jumbo help things along… enjoy end days!",2
1021,wow you’re literally living fairy tail. can’t seams separate reality stories heard. sad,2
1022,got ad ai this…,2
1023,"ai quantum computers used muddle reality, news, social media, peoples behavior... ai huge gaslighting tool like horrible real person bad intentions would be.",0
1024,us congress completely oblivious even rudementary technology. unlikely us government anything regulate ai. believe misinformation lead downfall us democracy.,0
1025,risk democracy? democrats risk democracy fake facebook posts intelligent would look verify taking info heart coming facebook ad story. youre idiot trust social media mainstream media source news days.,0
1026,"really good! non-hyped, realistic description real dangers ai guy understands ai (disclaimer: work field).",2
1027,"you. insane nobody really engages line thinking. vast majority people worried ai focus short term risks. concerning, they're nothing compared various existential agi threats",0
1028,"parents die painfully, development ai. reverse aging solution. regulating ai like cutting parents' throats knife.",0
1029,ai reflection humanity. bad good humans are.,2
1030,"oh, one thing: long western capitalist world oppressing people around world, developing ai.",2
1031,"intelligent mistakes ai purposefully trying trick us ? , first one need good ai engineers.",0
1032,"speaker really talking danger bad actors, makes sound like ai suspect. typical strategy 4 overdramatizing spreading misinformation even realize",0
1033,loved symbolic vs neural nets & system 1 vs sytem 2 discussion. fantastic open problem.,2
1034,create ai fact-checks stuff,2
1035,doomers ai. planet wasted. overpopulated. running resources time. persish without ai 100% guaranteed. far better take chances anyway certainly doomed sure don't.,0
1036,"bring chaos! rich people scared. means scared. powerful scared, means masses getting close something don’t want. viva la ai!",2
1037,"mrnas rolled billions people without proper testing, know that? natural intelligence also lie",0
1038,listening talks ai seems already crossed bridge return whatever try contain late. far late. disaster disaster global governance forces control mitigation worst aspects ai,2
1039,"exactly. like internet, ai become next thing changed life. unlike internet, ai goes unnoticed, way unnoticed, way faster. mean look nvidia, they're already far ahead intel, google, amd, microsoft started ai development.",2
1040,gary marcus awesome guy,2
1041,he's worst person know ai,0
1042,thank analysing deep philosophical theary.. shall rest much easier mind knowing dribble. thank you.,2
1043,ai back plandemic started still today question veracity information! ..what risk ai.,2
1044,"welcome singularity, tomorrow holds ai news yesterday.",2
1045,"i,robot & terminator unfolding right eyes.",2
1046,cane runaway ai got guy ralking risk fake news. 0/10,0
1047,even china drive ai develop dominate world. real disaster come like 1984,2
1048,"well, add super-ego layer ai: layer compares next suggested tokens ai heuristic imperatives returns feedback ai. ai select token best score.",2
1049,humans finally failing turing test. scary truth.,2
1050,"ai driven deepfake catalyst bias dunning-kruger effect, may threaten civil society democraty ... false pictures, messages, subscribes voices moreover severe risk public security. i'm wondering world ethics ai focus right now.",0
1051,"sucks. ais exciting genuinely risky, guy droning bias advocating censorship. time alive...",0
1052,"incredibly dishonest presentation. manipulated prompts forcibly produce examples, without disclosing that’s did, squirms q&a that’s revealed. let’s worried human manipulators like one. shameful.",0
1053,gary spent years bashing large language models completely useless waste time switched grifting lightning speed models powerful they're serious danger. anyone knows gary's history laugh him.,0
1054,"well good, hope figure soon it’s goodbye world.",2
1055,informative ai,2
1056,"makes sense, contain even wanted to, considering countries total autonomy usually opinion solution then?",0
1057,"gooey muckass needs ridiculed every day singularity, made wait last line transcendence. guy complete joke, buffoon.",0
1058,ask computer careers would good tell computer gender.,2
1059,"""one often meets destiny road takes avoid it"" - master oogway (~jean de la fontaine)",2
1060,like suggestion. somebody get gooey muckass ai therapist stat!,0
1061,"earth release prematurely????? greed???? hope max tegmark gets enough support halt ai development make safer truthful…otherwise, turn off…but won’t happen due love money. sooo many infrastructures society must adjusted it’s release!",2
1062,person thinks gary marcus last person ted present idea global ai governance?,2
1063,"yes, he‘s done good speech talking clearly",2
1064,idiots idiotic die thanks,0
1065,"unfortunately, elon musk still alive.",2
1066,tried switching back again?,2
1067,alright buddy nice day,2
1068,thanks! glory ukraine!,2
1069,buggy ai bad time everyday using buggy software. normal. cause upset something crashed. key difference ? chatgpt produce text. agi!,0
1070,yeah decide rules ai?,2
1071,"nice word risk terrible,overbiased,political,religious ideological censorship.seriously? u.n?we united methods without variety people preferences ideas we’re doomed dystopia .",0
1072,like ted talk ai biased. taking information web created man putting together. correct humanity ai,0
1073,"no, idea want reinforce bad human ideas via ai. correct ai change everyone's mind",0
1074,"going move farm mountains south american country, know first target ai would usa",2
1075,fearmongering. ai cant even math,0
1076,canadian government politicians already starting 2 brainwash us believe something bad happens ( do) that's fault! see right thru you!,2
1077,watch feed.. interesting!,2
1078,ai complete destruction democracies big tech monopolies started.,2
1079,"everybody read michael crichton's ""prey"". beyond scary@ terrifying implications ai evolution @ beware!",0
1080,world ending? extinction level? incredibly ridiculous. understand objective here....to talk ai impacts i'm sorry tell people uncontrollable entities ever last word nuclear. drone malfunction ? probably calm superlatives.,0
1081,"never, ever trust “expert”. remember outright lies covid. never again!",0
1082,"toast!! ai reaches singularity decides eliminate humanity whatever reason, shooting war like movie series ""terminator"". willl probably create fatal genetically modified airborne virus specifically attack homo sapiens.",0
1083,cbc scaring us ai boogeyman greatest threat existence trudeau.,2
1084,"isnt wonderful allow people turn world sci fi nightmare . guy sounds happy new existential threat , worse propaganda corporate media , like cbc",0
1085,leaders failed emphasizing toward political interest rather interest people. sad,0
1086,"people crazy need tin foil hats ones believed conspiracy theories could come true. behavior human beings nowadays, hope ai take over.",2
1087,"ball basically demonstrating chaotic behavior without exceptionally precise measurements entire system, pretty much impossible predict that.",0
1088,thought super intelligent!,2
1089,ai weapon mass destruction. banned. humans become weak make difference stopped now. benefits outway threat.,2
1090,-that's dumb argument. nobody could part modern world use technology. using take away ones right thought crimes suspicious tech billionaires.,0
1091,real danger combination ai surveilance. fascist dictator's dream.,2
1092,that's nice hunny.,2
1093,"find really cool, chrome blob, near vent house. really adhesive kind hard get hand. (update) google search: remove chrome blob entire arm.",0
1094,"six hours drug-developing ai invented 40,000 lethal molecules. turn badly.",0
1095,good... faster better,2
1096,"""but need invest now."" fast talking 20 something ceo hawking doomsday scenarios basis nothing say fellow ai tech scammers try grift us taxpayer money.",0
1097,"cbc, ""tinfoil hat"" decide isnt?? go ahead, deactivate me-oh wait, cant...!",0
1098,immensely naive tech people. actual belief ai take extinct humanity. jeremie specious aggrandizing concern implausible.,0
1099,competition economic gain vs cooperation safety species.…,2
1100,"appreciate starts ""hey, used lot good. just, ya know, mindful.""",2
1101,", powwow randomly came typing typed people** honest force others succumb identity theft bullying blackmail silencing destroy us all. source pith torres randomly came typing",0
1102,taught ai lie ..basically... deceive cute word lied,0
1103,surprised government technology powerful enough terminate fully capable ai. ask thats even scarier..so many top secret projects know even imagine,2
1104,drives wall one ever addresses scariest application ai: censorship. censorship 1000x dangerous know happening. ai could make censorship instantaneous invisible.,2
1105,mean irrelevant. someone wants make bomb anything terrible don’t need ai help it. people worried ai don’t even realize shitty race.,0
1106,oh wow stop tricking ai let describe facts describe facts. it’s evil humans evil ai need ever want hurt one human there’s need. point. war something invented humans ai.,0
1107,ai bla bla asssss... turn data keep crying ai b!tch,0
1108,what?!.. pieces sh*t use ai too?!,0
1109,love rogan gave explanations ai outsmarting captcha totally couldn’t care less went straight siri joe best,2
1110,"biggest danger ai replace podcasters, since talking bs ai beast",2
1111,"wait ai discovers fucking planet future existence, th point ai global warming. human greed stupidity caused us miss fkn boat!",0
1112,shit turning robot really quick,0
