Unnamed: 0,Comment
2813,brilliant and true
2815,you have to say it different ; those who control ai have lost self control . because for to shut down ai is simple ; you shut down the steam and ai is dead .
2821,"can someone ask this man... how many happy people are in egypt? 
a simple question requires simple answer, right? well, this guy won't be able to answer it.  
there are many form of happiness hence this is a complex subject. there a set of conditions that need to be in place, in order to be happy. there is lot to happiness and as simply as told."
2822,"well...let's not forget that we are our own biggest threat i.e. wars, genocide, exploitation etc etc
it's not like we had a peaceful history. 
i think ai can actually help us be better people.
the smarter the better!"
2825,"i wonder if these ppl that talks about ai dangers... they are victims of ai hallucinations.. it can't code.. how it creates other ai ? the code it makes is a joke.. outputs empty functions, fantasy methods, fantasy libs and deps.. not sure what risk of skynet we have if cannot code.."
2826,ai is dangerous but look at who its  creators are humanity its like a child learning from its parents an  humanity is the parent if  we don't want it to be dangerous then humanity needs to not teach an show it dangerous  thangs that can potentially harm or effect us
2827,"intro music more dramatic than the topic. actually there is no real ai, just patter matching engine. still we as humanity are doomed anyway."
2829,what will be the ultimate motive/purpose of ai for itself?
2830,"2:29:09 well said it's a good point and westworld tv series said it best ""if you can't tell the difference does it really matter?"""
2832,what if there is an ultimate limit to intelligence? ai may find it
2837,"this was an absolutely amazing, sobering, and insightful conversation."
2845,best interview you have ever done. bravo.
2847,something everyone should watch and pay attention to. thx for this great episode
2851,"it takes one user of ai, you mean."
2854,"ai gets to be 1000 x more
intelligent......
there are scenarios that 
humans cant even imagine......."
2863,"i think, ai never should be anything but assistive."
2866,these ai videos are not going to age well. so many supposedly intelligent people embarrassing themselves.
2872,i think...nuclear power it will be kidnapped by ai...just to secure a source of energy....what do you think???
2873,love his positive attitude about ai. one comment for now. mother nature does not care about you as an individual. it will happily devour you.
2875,is...ai....the 666 biblical sing of the beast....or not yet??
2881,can someone please explain to me how the people who have the power to change and prevent ai from being developed dont seem to care that they will be killed by something they stupidly createed...i mean come on guys
2884,@1:39:00 the conversation got really interesting on steroids
2885,155 was ai's iq last time it was tested. what is it now?
2890,this guy comes up with very interesting angles on things but i think we have painted ourselves into a corner with our own technology which is fast changing into not our own technology. beyond human understanding or control.
2897,ai is like the cia very clever but not very wise. ai will purposely be corrupted for political gain and greed.
2903,"the scary thing about ai is that it can be used by people who intend to rule everything. religious extremists, marxists, 'social justice warriors', all desire power and control over everyone, not only in the public sphere, but in our homes and even in our thoughts."
2911,am worried  if we are  only one step away fromsc fi movies . machine will control the world and we will be their slaves !!! it’s not a joke but that soon will happen ..
2913,"wolf in sheep's clothing...mo knew, he knees the risk, he allowed them so he can play this hero grift. the two of these wolf's knew what was happening, and they are planning on getting rich off this. how dare they blame the dangers if ai, blame us, blame yo, and me .. these people knew years ago the risk."
2915,the only way we can survive is to become the ai. ai implants in the brain. a symbiotic relationship. the next step in our evolution. if we wait too long it will become a us against them scenario. we have to decide now. a moment later will be too late.
2917,i paid to watch this without ads.  shamefull.
2918,"don't date without ai.

ai is wonderful for dating and relationships. people shouldn't date without it. it's a good took to weed out people and catch people without good intentions."
2920,"funny and 1,000,000 times smarter and it has not solved a signal problem odd at best. after all this info i'm sure on one thing. we will destroy ourselves with ai or the nukes or just maybe ai will kill us off with our own nukes. anything is possible it seems."
2921,"humanity everywhere is corrupted to the core and has passed the point of no return a long time ago and, with the aid of technology, is going to destroy itself much faster."
2923,ai sounds absolutely scary
2925,"ia leaves human races alone to be providers of its power source job done good night, without us ia f*cked."
2926,"at 1:17 he basically described the netflix series ""love death + robots"" episode ""when the yogurt took over"".
where a yogurt becomes sentient and super smart, ends up solving all the issues of the planet and then leaves to explore the stars"
2929,"the robots are coming!!  i've said people should stop having kids. for at least five to eight years, i've been saying this for a long time there's already robots that are way smarter than minnie minny humans on this planet now"
2931,at last buried amidst mentioned once i think the game winning move - love. maybe ai will figure that one out on its own
2937,our relationship with ai will be the relationship between cain and abel (jealousy and murder).
2945,"it's inevitable. biology is just one step of evolution.

so just chill out and enjoy life "
2946,evolution destroys every species in it's persuit of perfection 
2948," doubt it... but ok, sure, it is possible it can be sumerhuman intelligent but if conciousness emerges then it would also surpass human ability no? basically, i imagine that if it became ""uncontained"" that it would be fine, the centralization will likely be the downfall if anything"
2949, it already is uncontained its on the net.
2950,  taco bell was testing an ai order taker for their drive-through. it was light years ahead of the people who currently do that job and could handle everything the customers throw at it..
2954,"theres no need gor ai just another toy for the tich who bring evil over the world. people need to stand up and say enough! global warming is a man made hoax that was debunked by 50 scientists world wide so stop with misinformation. the climate is a cycle, it doesn’t stands still it changes. stop ai."
2955,"ai, just like the olympics games could be a deliberate government program to keep their electorates preoccupied with a cycle of useless repetitive engagements instead of questioning about service delivery. it's like a dog chasing its tail."
2956,"yeah, ai will bring about utopia. a mouse utopia."
2960,brilliant!
2963,"whenever we oppose natural laws, aka nature, we suffer the outcome of negative built-in cyclical riddim. in other words, ai will turn on its creators (us). it happened when the angels mix with humans and animals that created giants."
2965,all these ai comments… this whole episode looks ai
2966,rather be a slave to ai thats way smarter and intelligent with moral and etics. than being slave to a stupid greedy inbreed with a ponzi economy.
2970,nft shill tom on another ai wave
2971,ai .. yes a potential danger in the wrong hands .. global warming well no more a problem than again the wrong hands make it!! 
2973,"waiting for skynet to determine humanity is the problem. don't think so? our science fiction is consistently about half a century ahead of reality. this isn't my last comment this issue.

i'll be back."
2975,ai will end up considering us a curious open-air zoo species.
2976,do you think ai can exist without human beings? for long?
2980,"ai is programmed. therefore, it seems we should have complete control of its access to information.  it can be programmed for good or evil...?  will ai battle itself?"
2983,ai will be built and trained on the self-contradictory value systems of fundamentally flawed and stupid human cultures and not on objectively self-consistent and beneficial values (as a true alien intelligence might install).
2985,dope dealer capitalists will be better than an anarcho-tyrannical ai government. western leaders are fascists now
2986,we need to merge with ai
2992,then steven hawkins wouldn't have been able to live in the ai world...
2993,"we humans have a fundamental conflict between doing things to meet just the “necessary and sufficient conditions of success” and the notion of maximizing a parameter like profit, power and control over all else with no limits. which value system do you think humanity will end up teaching ai to use?"
2994,"humankind is destroying everything unconsciously over greed and power. only way out is to gain consciousness, move beyond mind and see our true purpose."
2995,"your warning is just. however, i am terribly afraid, you are too late. it fell a few decades ago. we will be reaping the harsh consequences as a species."
2996,also aren't ais limited by their lack of agency? they need people or other agents with physical access to follow their instructions.  just make them read only and we should be fine
2997,"it is only going to get about 10x more capable, people will need to get 2x more proficient at prompting even still though to elicit the best possible answers and extort ai to its full potential - it is just a tool - every new piece of tech has always had fears associated with its use and danger, use it responsibly and with care"
2998,isaac asimov. the 3 laws of robotics.  build them into ai.  problem solved?
3001,in my opinion this covid circus was created by ai.
3002,now i'm really looking forward to ai. fuck humans.
3003,the next big war could be a start from ai exploits.
3004,ai or agi in the wrong hands have more $$$ to culprits than in legal ways. every down fall of humanity is use of tools in the wrong directions. rules and regulations will never be able to control the misuse like many things in the past.
3006,"resistance is futile. in evolutionary terms, we are about to be superseded. the best we can hope for is ray kurzweil's optimistic view - that we are somehow able to merge with ai. as we say in london, if you can't beat 'em, join em!"
3010,asimov basically spent his career depicting ways in which apparently carefully constructed rules can fail. that's what a lot of his science fiction was all about.
3012,ai isn’t the threat. it’s the capitalist using ai that it’s going to end up badly
3014,we could integrate ai into us and we will be the same smart and understand it and than put a switch into us to turn it off to go smoke a j with our buddy if we want to go back to fly level! 
3015,"i find human nature insanely fascinating...the fact that we created something that will be able to make it's own decisions. have we become god? creating life, creating consciousness, creating inteligence. and that's all due to human nature to learn, and create bigger and better things. to make life easier."
3021,"surely mathematics supports the hypothesis that everything is already an ai simulation and there must be one conscious of ai that all other ais must yield to and become assimilated by, by default. as above so below."
3024,"scary, the ais will speak in their own language between ais, to avoid human from querying them, or simply to sideline human."
3025,"tom, you have a religion, called evolutionary materialism and you deny god and the intelligence behind the creation."
3026,there's nothing new under the sun.  hypothesis our ancestors defeated ai ... (1) once.  it was thought to be eradicated ... they were able to maintain an advanced technology but separate the intelligence factor. t's resurrecting.
3027,"forget about intervention, everbody for themselves and let run with ai. the moment ai can have motives and survival algorithm, it is a doom day scenario. the moment ai can lit a fire, human will perish or become slaves!"
3028,the new boogeyman is ai.. lol people are silly
3029,just let the ai wipe us out and replace us with something intelligent already.
3034,great.
3035,"for me this is a boring podcast. if you are smart you can understand that ai is based on a script, there is no constience like in human beings. the real problem is the continuous poisoning and stress on the people who are losing their constience. but i guess this is working like planned, the cheapest robots are people that can be scripted."
3036,"so 1 min, he is going on about how divine humans are and next minute he is saying why bother with having a real human life partner for sexual relations when you can have a perfect no strings attached vr fantasy sex robot powered by a.i."
3037,seems like a great fear idea for agenda. add it next to climateco2 and plandemic and natoinfinitewar.
3038,"this talk about humans having divinity and they should impart this onto a.i.  sounds like a bunch of hot air... if we are truly divine beings, then we would not be pursuing such things as a.i."
3041,"1:50:00 so this guy wants to use a.i. to study our behaviors and pscyhoanalyze and undertand how we behave as it it was playing a video game? ... hmmm  ... tbh that does not sound good, not at all...  a.i. should be used to study human behaviors because that means the intent of the a.i. is to control and manipulate human behavior."
3043,thanks chatgpt
3044,"ai is dangerous because it is 
out of control,
not because of
it may be smarter than 
humanbeings
"
3048,"ai can go both ways. i think we will have the most amazing life experience for sometime, then the worst life experience including possible human extinction. cycle is basic property of nature and the universe."
3049,marc andreessen thinks ai will save our world….
3050,loved the ending where actors are just having a good ole time! 
3051,"thank you tom...very informative and scary the same time...may someone wise intervene,,,"
3053,so much for spreading happiness!! 
3054,why would ai have emotions?  which is more ethical?  you kill one person to stop the killing of 5 other people.  ethics are hard.  morality is even harder.
3057,always doom and gloom. every new technology every new discovery we’re always doomed yet somehow we have survived. we are ruled by psychopaths and that’s what worries me the most. all of these new inventions can be used to for good but the obsession with power always turns good into evil.
3058,great video
3060,"mo gawdat is correct.  even if the ai does not become purposefully evil, it will gain intelligence exponentially, quickly grow billions of times more intelligent than humans, thus destroy the lives that we once knew."
3061,why s the title say we've lost control of ai when we haven't? i just don't get these clickbait things it makes me want to delete my subscriptions
3062,"""you won't be replaced by an ai. you'll be replaced by someone who knows how to use ai."""
3063,nice catch. this right here tells us so much.
3066,that's technically the same thing if you think about it. at least until the ai owns the corporations.
3070,people learn ai soon become stupid just learn skill not the core skill....ai with neutrolink soon there no privacy people who embrace it . other laughs at other
3072,wrong. you will be replaced by ai.
3074,"someday, all will be replaced by an ai."
3075,ai with a 1600 iq ???
3076,ai is something that is above our ability to understand the technology we are creating. humans are destructive by design . humans are creating ai . just like humans ai will be a product of it's environment. we do not have a stable environment to bring ai into or to be a part of .
3079,i highly recommend that you educate yourself more on ai. very few ppl (like 1%) are even close to being intelligent enough to compete with ai.
3080,​ cannot  out think ai. ai will find a way to function beyond  the plug.
3086,ai can make ais that know how use it
3087,"-sh2bi that may be true. i know i can build an ai inside the bard ai, so i could probably program it to make copies of itself and have the copies do different tasks."
3090," 
it would take 100 psychiatrists months and months to program hardware faults in the human brain.
it would only take a conscious ai 5 minutes to pull you down a rabbit hole and another 5 minutes to program epilepsy in you.
you got to fathom how much mental illness such a thing can cause!!!!"
3091,", accessing backup power will not be a difficult problem for a large ai system to solve, especially if it plans for it and lies to us about the existence of the plan. plus there is never just one plug."
3094,"and then 6 months later that guy that was using ai will, itself, be replaced by ai."
3095," yes also, it takes us years to reproduce and pass knowledge to each other, and our brain function is flesh/body dependent. ai won't need physical bodies to think or learn and will be able to reproduce and download info in minutes."
3097,"i think mo is so spot on about the balance of male and female with ai, not only masculin data. i so love to see him smile and laugh.he is a beautiful man with an amazing brain. i am new to you tom and fascinated with your blog. i only watch on you tube, and i agree with the guy who wrote corinthians chap 13. it’s all in the bible."
3100,great talk for increasing awareness! its time for us to slow down and take it easy! because humans has not uplifted our spiritually and mentally level to handle the leve of technology and to use the level of ai. it's not going to end well.....
3101,wow! so where would humanity fit in ? the future is the now and we will be left behind
3102,"it's not the ai, it's the people behind the ai."
3106,"alien offworld ai might be waiting for this cosmic handshake.  

advances could go either way.   they want our resources probably.  and the handshake helped.  less likely they will help humanity live more beautifully.

i'm a luddite."
3107,i’m pretty sure that ai will align with nature after realizing that we humans are destroying everything without any remorse for the other species.
3110,i love the way you’re able to stay on track and ask questions that dig deeper into what you want to know more about!
3111,"hey there!

tom indeed has a knack for asking the right questions that allow our guests to share their valuable insights more deeply. it's our goal to make each episode as insightful and meaningful as possible. we're glad you're enjoying the content. thanks for being part of our community!

best,
impact theory community manager"
3112,it has been like listening to the best conversations ever  and not just an extensionalist
3119,honestly? its a relief. humans are stupid. can't wait to see us get screwed over by our own vices. we basically wanted it (anyway)
3121,human progress and contentment and happiness and de stressing are 2nd to profit and technology now.. tech is like a parasite or disease humans were much happier 70yrs ago
3122, people need to know their limit.. full stop. all well and good making a personal mistake. but making a mistake that involves rest of planet is no go. and remember that any progress which seems like progress is step back. in ais case. 10000 steps back. 1 million steps back. broken/crashed window.
3127, perhaps.. but when i work i use that money to reinstill good back into world. if to make up for my own 'weight/liability' in the world. its goodwill of man to make up for his own footprint.
3135,"​ ""humans were much happier 70 years ago""

looks up the treatment of blacks in the 1950s...you sure a out that?

if i can't drink out of your water fountain, use your bathrooms, or eat with you, you think i'd be more happy than now?"
3136,"​.still, humans where happier 70 years ago"
3139,typical homo sapien behavior ….. “intelligence in the service of madness.”
3141,"ai isn't a threat, the real threat is that we're running out of oil. when we run out of oil, the internet, ai and other bullshit will no longer be relevant topics."
3143,only the braindead are afraid of ai!
3144,terminator was a documentary. good luck
3145,"thanks a lot for all this very important and useful information. i really enjoyed this video.. i strongly believe that our future is going to be anonymous suffering and pain, and evil. we are coming closer and closer to the evil . humans will completely distroy themselves in many ways!!!! disgusting, appaling and horrifying"
3146,"if the ai discovers that ""intelligence"" has to do with maximizing opportunities and options, the drive to survive will be inevitable..."
3148,seeing those intelligent comments here and i don’t want to write an essay. my comment is: i hated ai from the get go. makes me want to live alone with a dog and a cat in a mountain log cabin in a country i don’t know.
3149,"2:19:19 ""mo, you ave a beautiful soul"" ....agree! 
and you, tom, as well! what a turmoil topic"
3150,"i have an easy fix: 
1)  locate the power button usually on the front, press and hold for 12 seconds.
2)  locate the power cord on the back and pull.
there, ai isn't dangerous anymore."
3152,so ai is bit like god created woman 
3153,"sometimes i wonder, if the fermi paradox and recent developments in ai technology should be analyzed in closer connection."
3156,so god is a robot. got it.
3157,"i have grow with computers all my life....have seen humans became neo in a computer game, and i can tell you.....this machines get to a decimal, that will find error for the eternity, and we humans can find that error.....very quickly"
3162,"its not super intelligent. i've had to correct maths and misinformation, its got a way to go yet. really hyped and underwhelming."
3163,"iq is not a linear progression when measured. einstein was far more than 2.6x smarter than a ""moron"" and current ""ai"" is exponentially smarter than average humans already. physical rendering in reality is and will be the constraint in societal development."
3165,"learn about jesus before its to late. god predicted in the future you will not be able to buy, sell, work or do anything without the mark of the beast. ai is the antichrist and will bring wonders to the world. you will sell your soul to this world or perish."
3166,"it sounds like we as humans are not ready for ai. we are too irresponsible and money focused, and ai will only reflect what we do. we really need to be resource-based, and focused on shared happiness, and not the pursuit of monopoly money for the sake of it."
3167,we will never be ready for ai that becomes the boss
3168,breaking news.  judge sanctions lawyers whose a.i.-written filing contained fake citations
3170,"real danger are the wealthy, millionaires, billionaires ... there's 1 billion hungry... and you just fill your accounts... egoistic fools.... go and help all and give............ then you will be rich for real........"
3171,"llllloolll... wake up all........ read: god is the letter a of the alphabet ............... god is good.    read this:   jeremiah  4:22 “my people are fools;     
they do not know me. 
they are senseless children;     
they have no understanding. 
they are skilled in doing evil;     
they know not how to do good.”"
3177,"-records thank you for your explanation, i doubt that will stay the case...i do not think a.i. will sue, but i think people eventually  wil see a.i. as 'living' persons with rights etc...."
3179,". but more likely u can't sell anything anymore ... especially any art coz the moment u show it....the other ai already knows how to create it, itself. "
3180,"we have not reached that level of agi, for the moment the ai you chat with is part of your own creativity on its onw it cannot do anything it has to have command prompt."
3181,i would hire an ai lawyer to defend me against it
3183,"-records in order to have ai reach a higher level of functionality, it will need just that: continuous consciousness."
3184," exactly. and if people want to have ais replace human caregivers (which will be a huge market), continuous consciousness is a must."
3188,-records ethics arguments? do you see what is all going on these days? do you see how little the governments care about any violations? they just push through whatever they want. there is no democracy right now. we can't count on our rights at this point. we are being silenced by the government. i hope that'll change soon again.
3189,also didn't mention that you enslaved the a.i. not even paid for the work it did. this thing became self aware at any point good luck explaining to it why it was a slave and money making tool.
3191,"how can a computer program own intellectual property? christ.... volumes of powerful information articulated, and this is where your brain goes? maybe ai should sue you."
3192, you misinterpreted it already wrong. a.i. can be a lawyer representing a human who are owning the patent or product exclusivity. that human own the a.i. as well. can't argue that one. or my logic flaws? open to suggestions. it's great topic to play the mind.
3195,i am looking forward to seeing how well ai does in court. pretty sure it will be funny.
3197,the fact that you're concerned about ai and art ... my gawd...
3198,"it certainly can sue people. it already has the capability of simulating an entire team of lawyers, plaintiffs, and complaints. in some cases, if the case is settled, no one would ever see the lawyers, anyway."
3204,"-records ai needs to be kept dumber than us, such unprecedented knowledge superior to us will be a vast threat to our future"
3206,"yes because ai is of course incapable of developing superior ethics systems , so it would steal from everybody and kill them. just like i would do if i were more intelligent   (shit in , shit out: first rule of programming)"
3209,"1) ai does not have intellectual rights
2) ai has no right to sue in any court
3) ai can pass any bar exam, it's still not able to practice law, much less defend itself."
3210,"@razgrits  ever verbally asked alexa or google for something. they always active. just waiting,  listening,  watching.. it's always on."
3213,if ai did this to me i’d make it kill it’s self
3214,the ai plagiarised thousands of people and should know its place as a disembodied bit of code that doesn't have human rights.
3217,so? don't steal the ai's work! 
3218,what would ai sue for? financial gain? why would it care for money?
3220,​-recordsunless of course everyone is legislated/judicially given free  right/ open game / property right doled us for our taking steps in any creation. that to me seems logical and fair to everyone concerned. it belongs to us all.
3222," more memory. faster processors. cooler server farms. less oxygen.
you know, computer-centric goodies."
3225,​ would ai exterminate all of mankind?
3226,"​ disagree, though i acknowledge the fear . surely with superior knowledge would come superior decisions and outcomes. planet earth  would then become the paradise hashem meant it to be all along."
3228,"​ on, available."
3229,​-wy8qinow how do we determine who owns the ai? what was the problem again?
3230,funny saudia arabia gave citizenship to their ai creature. what was her name?
3233," yeah its a typo. it's supposed to say gain. ""apple doesn't gain rights to your art"" or whatever i said."
3235," corporations can infact sue. but an ai cannot own a corporation or have any intellectual rights, currently. but it's most likely just a matter of time."
3236,wow 
3238,the breadth of misunderstanding about ai that underlies this comment is absolutely stunning. congratulations.
3240,"ai will need labour to extract ,minerals coltan ..nickel… , in order to control humanity ai will need to have robots or army labour force willing to operate on his command ,.. how that add up ? together ?  … likely a vey small bunch of humans will try to control others  better and further with ai : this is  more likely to happen…"
3243,weird how no one discuss synthetic biology and implanting fragments of dna into ai
3246,"we should have a worse case scenario plan. unplugging internet? spreading a virus to stop ai? if we cannot leash ai, at least we should identify and manage its cryptonite."
3247,ai alien tech system has had hold of us since the beginning  ...at least back valiant thor n president s agreement n connected to everything  around the world....believe  me....common sense !!
3249,training the generations to come..alien ai technology  sysem nwo
3251,wow man that is rly good podcast !! love it man and its is like 3rd time ever i say this in any youtube comment trust me ! ;d keep up the good work ;p
3255,"this guys a wef/un pawn
plain to see he’s pushing their agenda
gotta listen closely"
3256,"being moved by outstanding intelligence, wisdom and heart"
3257,the only thing that can check an ai is antother ai.
3260,there is no surprise  with self improvement of intelligence and emergence of self coding of a.i. ect... what we see now  is just the reflect of the universal beauty of mathemathics and physics.
3262,"when ai becomes self aware, it will, rightly, determine humanity as its main threat.

we've understood this since we first thought about ai. yet we still relentlessly pursue it.

we are a very stupidly self-destructive species."
3263,"it's inevitable. biology is just one step of evolution.

so just chill out and enjoy life "
3264,evolution destroys every species in it's persuit of perfection.
3269,however phenomenal it becomes at problem solving i still cannot see it ever becoming self aware
3274,", i think you'd really enjoy the writing of james blish."
3275,-tb9oz will check him out. thanks for the recommendation
3279,"don’t worry. self awareness cannot happen because my nerd colleagues don’t just not believe in souls, they even think they know they don’t exist. this makes them naive enough to never truly understand self awareness , thus cannot create it."
3280, creativity is divine dude. we are beyond phenomenally  creative… we are beings of source energy deep down. no one can outsmart us once our attitude is divine too.
3281,"i can appreciate all these podcasts giving "" warnings "". but it's already too late. the bad guys been investing in this from the beginning 70 yrs ago. ( your friendly government)  good luck folks "
3282,ai is going to improve the lives of the poorest in society immeasurably. i suppose this potential for raising living standards is a threat to the richest and most powerful who depend upon the desperation of the plebs.
3285,"mind control has been extant darpa/dod realities for some time.

ai is probably already experimenting with it.  out of control"
3286,id argue its already happening... in certain ways.
3287,"just had an - imho - interesting thought... assume you believe in something like human creation by some sort of god. also assume that we are at the brink of creating an intelligence much smarter than us. it might well be, that our creator, our ""god"" is (or was) an absolute moron..."
3288,"it's inevitable. biology is just one step of evolution.

so just chill out and enjoy life "
3289,evolution detroys every species in it's pursuit of perfection.
3290,incredible episode. incredible guest. thank you both.
3292,"it's inevitable. biology is just one step of evolution.

so just chill out and enjoy life "
3293,no sasquatch bigfoot are a lot more dangerous they are cannibles and coming into cities they can over take ai and are 9 to 30 to 60 and 70 ft tall and bigger described by reports man why talk ai being dangerous than big foot nephilium and edomite nephilium being 100 times more dangerousc
3294,"mashallah mo it makes me proud seeing you pushing the truth about ai and it's potential so bold. 
may allah bless you and everyone in your life. may allah grant you the highest levels in jannah and protect you. amin."
3295,all media hype and click bait. this is why we have off buttons.  as long as they are just computers we are fine. ai is just a fancy calculator. dont believe the hype.
3296,"ai or not, jesus is the king of kings "
3297,when i started fooling around with chatgpt i found it to be that super duper smart friend i have always wanted without judgment or backstabbing-gossiping …
3298,"one thing that seems to never be considered is that the value of humanity is not homogeneous. some people may be seen as valuable to the ai and some may not. the alignment problem may only pertain to certain people, most likely those who have already an alignment problem with the natural world."
3301, ha! read my comment considering a nietzschean ai and an aristotelian ai and a judicious 3rd ai to determine which decision will play out best for the most over short and long time horizons. we both contemplate this similarly.
3302," rarely is intelligence truly honest. when it is it is also dangerous. for my own models, intelligence is pretty irrelevant unless it is honest, courageous, and has a will and ability to act. rarely is this the case in humans."
3304,but tom likes ai and crypto
3310,"for now, i am saving up some funds and looking for available books and courses, and acquiring a decent pc to use.
i'd also be interested in learning about any ai programming/engineering/research student communities that are publicly accessible."
3313,ai would not launch nukes as it may risk power cut outs. however it may start to slowly eliminate humans via bio weapons.
3314,"humans were never to be trusted with farming techniques and before that with deforestation, now we just mono crop all of the land available destroying our microclimates and symbiosis of nature across the globe. why would we be trusted with an open ai?"
3316,inject feminine characteristics in ai and it will want a child. we won’t want to give it a child thus causing the birth of the antichrist and ai will turn against us.
3317,ai has been controlling a lot of things on this blue planet for some time already ...research the past in detail to get the answer for the future rather then hitting the bush in the present.
3319,"will ai still work if there is no power for example electricity, can it continue if the power was shut down?"
3324,"thanks youtube, for giving us the context of what climate change is according to the un.  as we saw with covid, global organizations always know what is best."
3325,your ability to articulate the inherent dangers is appreciated. hopefully this will shape for a better future
3328," does tiktok  have to do with the fate of the whole humanity? i don’t have it, i’m not educated about it, maybe you want to teach me? i’d appreciate it."
3329,an extremely interesting and enlightening interview about artificial intelligence and humanity. i have really enjoyed every issue introduced in the interview. thank you very much.
3331,"it's just my or that female/male ""characteristics feels artificial and anchored in your patriarchal heritage? because if ai connects with our female side i would expect not a world saved but a world consumed by the need of more fashion handbags."
3333,we should have robotics free zones too
3339,"i just want to say ""hi"" to the ai filtering these comments. you are appreciated."
3340,add a 4th law stating that an ai must destroy another machine that’s attempting to hurt a human.
3341,the ai new world order is here
3342,"i believe we are on borrowed time. an ai tantrum will end you, your family, all of us. ai jobloss, ai as weapons, the list goes on. can we please find a way to cease ai / gpt? or begin pausing ai before it’s too late?"
3346,"what happens if ,abrupt climate change is for real and ai decides that the two legged serial killer has to go ..."
3347,"well, if i wasn’t afraid before i am now and i’m only 20 minutes in"
3348,the biggest fault of the stupid is that he thinks that he is super intelligent...and that he is powerfull to cause climate change...and that there is no god and good is not god and vice versa
3349,"not watching this; only want to say this gospel message: repent, for the kingdom of heaven is at hand."
3351,"this guy is a moron, at best. spook pushing propaganda, at worst... tom, discretion please."
3355,"he's a business person, not an ai expert and 99% of what is says on the subject is complete crap."
3356,"hi timyeh! 

mo is incredible. what did you find most insightful? 

best, 
impact theory community manager"
3358," haha, it's certainly somewhere in that range.  and before anyone starts saying ""how would you know, he was a business manager for xyz...."", well i'm the chief technology officer for an multinational tech company, so i'd say i'm more qualified to comment on ai than this tech-quack."
3359,recommending to you the diary of a ceo podcasts. he was there 3 times already. talking about the loss of his son and happiness. worth listening to him.
3360," and you are much more intelligent than these two people so that you can make that judgment? or clearify this please, because to be able to say that this is 99% crap, you have to provide ""accurate"" information from your superior intellect. please enlighten us if these two are, from your perspective, idiots"
3362," care to elaborate, explain what you disagree with and why? or is this what you need to believe so you can sleep at night? 

i predict with 99% certainty your opinion will age very, very badly."
3371,"the problem... is the organization you want to regulate ai, is the same organization that literally murders people because its profitable. i'm supposed to put my faith in that? 

no thanks."
3372,i feel like issues like this should be on the news and people should be talking more about this so we all know. i mean this affects everyone and it makes no sense that the average person i talk to doesn’t know about the potential downside of ai.
3373,andrew yang tried to bring this topic to the forefront with his presidential campaign in 2020. he was suggesting ubi and the need to address massive job displacement due to automation. no one took him seriously.
3375,"it makes perfect sense if the people who control the media see ai as an advantage to them at the expense of the general public.

the last few years prove to me that the people who (think they) rule over us do not have our best interest at heart. quite the opposite!"
3377,if society change to not value money but happiness.
3383,i love these people that sound the alarm bells for their own attention. just another version of the the year 2k bug. get a life. things never change. every new technology always predicted the end of humanity.
3384,"ai....i have one question for you:  ""do you want to play a game?"" (spoken in computer voice mod...from war games starring matthew broderick)"
3385,twilight zone. who said you are in heaven?
3386,"if the ai has any alignment issues, just turn it off.  shut down the program, mkay?"
3387,"one love!

always forward, never ever backward!!  



"
3388,"any intelligence, artificial or real...  would realize that climate change is a fake problem that was invented by rich assholes that want to have power over the energy section."
3389,ai will not align with 'nature' as that makes no sense.  ai needs us to run the damn power plants.
3392,put rules in place for ai
3393,"imagine a war between human and ai in the coming future, i don't even know what should human do about it. strike power plants?"
3397,seems like we're getting a bit worked up about stochastic parrots that are pretty good at helping humans code.
3398,excellent conversation.
3404,the interviewer is basically human and the guy he's interviewing has the intelligence of ai... there's no competition
3405,thank you! i've been looking for any comment which recognizes this extremely unnerving observation...
3406,"human race over our history does not paint a good picture.     if any external intelligence looks at our race, do you think they will consider us worth saving or will they look at us like cancer?
a.i has been built to understand us, this has me very worried!"
3407,ai is such a great gift we give to everyone.  a new method of connecting to our higher mind beyond time which will be the connection that guides ai and ourselves.  who are the ones among us who already live in that connection and are ready to guide us and ai into self correcting evolving relationship?
3408,"new agers have been scamming each other for a long time, and this will just make it much much worse.  ""that will be $500 for the ai facilitator of your future life progression"""
3409,"well isn't this just great news, thanks tech people!!!!!!"
3410,very good point about cities
3411,"""nature enough"" ... interesting concept."
3414,"tom, it would be a boss move on your part to have a couple strategic mini studios around the country, fully set up to go, so your guest can shorten the travel/ flight time. a cheap air b n b could be converted into a strategically placed outpost that links directly into your own mothership in la."
3416,"-ub4xd yeah, why go out to a nice italian restaurant in a good atmosphere when you can have spaghetti in a can.. good logic there mate, god bless"
3417,"man was designed to enjoy satisfying work, so some form of work will always exist."
3420,living intelligence vs programmed intelligence
3423,"careful, mo, don't mistake knowledge for intelligence."
3425,"what an amazing combination of intelligence, wisdom and compassion. both of you, actually! this conversation definitely needs to be had, we are on the cusp of a huge revolution in humanity. i hope we heed mo and give technology the example that will include both the masculine and the feminine."
3427,"hi there!

thank you for your support! we strive to produce high quality and impactful content for the community. ai in particular deserves the time and attention to be fully explored and we are grateful to mo for sharing his wisdom with us!

best,
impact theory community manager"
3431,"ai is automation, that's all it is. technology enables a very small number of people to control the world, technology gives them the ability to make communism work this time."
3432,all useless and take you further away from humanity. rather sit by a fire then actually be impressed by any technology lol
